pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
2,hyp,minor,2,hyp,minor,lounge,sit,4.3,True,['lounge'],['sit'],1,1,11.028709,13.6326065,16.28834,11.145745,10.084973,8.437186,12.570113,0.004690739,0.06340148,0.9025466,0.0052731396,0.0018255002,0.00035136382,0.02191111,0.60341424,4,10,minor,coordinated,synonym,part,contrary,random,or,major,complementary,non,small,lesser,common,side
2,hyp,minor,2,hyp,minor,gallon,measure,5.82,True,['gallon'],['measure'],1,1,9.093934,13.849143,20.234016,12.411548,13.816269,9.752094,13.293988,1.4450207e-05,0.0016789397,0.9952917,0.00039874512,0.0016246435,2.790676e-05,0.00096368353,0.052119426,2,13,minor,coordinated,random,synonym,part,small,lesser,major,secondary,specific,contrary,short,separate,related
1,cohyp,coordinated,5,r-hyp,major,break,crunch,3.75,False,['break'],['crunch'],1,1,10.939139,17.050077,12.982787,12.673651,15.147777,14.855199,11.926562,0.0017085326,0.77014047,0.013187674,0.009680817,0.11492412,0.08577215,0.0045862277,1.1512791,75,7,coordinated,random,major,minor,part,synonym,contrary,parts,coordination,and,or,specific,regular,general
1,cohyp,coordinated,2,hyp,minor,jungle,forest,4.75,False,['jungle'],['forest'],1,1,8.335991,15.605097,14.371888,12.408727,8.321594,9.876642,10.656174,0.0005184063,0.7440513,0.21678396,0.03043946,0.00051099644,0.0024197286,0.0052760984,1.0210578,3,3,coordinated,minor,part,synonym,major,or,mixed,and,secondary,contrary,random,/,allied,small
2,hyp,minor,2,hyp,minor,suggest,say,3.75,True,['suggest'],['say'],1,1,14.08741,14.186575,18.73947,9.487472,10.182037,12.534525,14.3868885,0.009216944,0.010177797,0.9659413,9.265291e-05,0.00018556889,0.0019506419,0.012435086,0.27777928,5,12,minor,synonym,coordinated,contrary,major,random,part,not,lesser,small,or,abbreviated,no,little
2,hyp,minor,2,hyp,minor,lava,rock,3.07,True,['lava'],['rock'],1,1,7.334367,12.459542,18.829407,10.733835,10.878692,10.224672,8.897305,1.01539445e-05,0.0017079306,0.99739504,0.00030409213,0.00035149205,0.0001827589,4.846297e-05,0.030173466,1,9,minor,coordinated,random,part,major,synonym,small,accessory,volcanic,neutral,lava,related,lesser,other
2,hyp,minor,2,hyp,minor,marry,join,3.55,True,['marry'],['join'],1,1,13.051346,15.201126,16.47109,11.266156,15.105571,12.096443,14.107324,0.019465566,0.16707242,0.59489894,0.0032656451,0.15184678,0.0074913152,0.055959314,1.7132014,2,7,minor,coordinated,random,synonym,contrary,major,part,unrelated,or,coordination,non,not,accidental,organized
1,cohyp,coordinated,1,cohyp,coordinated,clam,mussel,3.38,True,"['cl', '##am']","['mu', '##ssel']",2,2,9.866453,20.085438,15.621258,13.098575,8.769399,12.1924925,13.021626,3.597785e-05,0.9864698,0.011358345,0.0009114392,1.2011313e-05,0.0003683165,0.00084393605,0.11551409,4,2,coordinated,minor,part,synonym,major,or,contrary,and,random,/,",",lesser,small,uncommon
4,no-rel,random,6,syn,synonym,overwhelm,overcome,2.85,False,"['over', '##w', '##helm']",['overcome'],3,1,11.349297,13.659202,13.789322,9.949071,14.787387,11.619321,13.289982,0.016078638,0.16196766,0.18447554,0.003964049,0.50048715,0.021062957,0.11196394,1.9734114,4,4,random,minor,coordinated,synonym,major,contrary,part,not,randomly,coordination,total,completely,temporarily,partially
0,ant,contrary,0,ant,contrary,professional,amateur,0.23,True,['professional'],['amateur'],1,1,20.04597,18.901737,13.52721,13.673547,9.638844,13.371602,13.037785,0.75537324,0.2405621,0.0011145506,0.0012901878,2.2824623e-05,0.0009539377,0.0006831954,0.8406326,8,4,contrary,coordinated,part,minor,major,synonym,random,partial,and,versus,coordination,opposite,unknown,simultaneous
0,ant,contrary,0,ant,contrary,disbelief,belief,3.0,True,['disbelief'],['belief'],1,1,17.966303,15.212823,16.724293,10.636338,10.150293,12.811065,14.717713,0.71522266,0.045563817,0.20655853,0.00046889766,0.00028839748,0.0041261953,0.027771335,1.2037104,2,2,contrary,minor,coordinated,synonym,major,part,random,not,opposite,complementary,non,partial,general,lesser
5,r-hyp,major,3,mero,part,act,drama,3.62,False,['act'],['drama'],1,1,8.532383,11.05447,10.585155,14.467052,8.688389,14.657376,8.626974,0.001164729,0.014506191,0.00907261,0.44016865,0.0013613738,0.53244615,0.001280281,1.1920105,15,4,major,part,coordinated,minor,1,i,2,one,parts,two,3,random,synonym,ii
2,hyp,minor,5,r-hyp,major,create,build,3.77,False,['create'],['build'],1,1,13.800058,14.406573,14.56067,8.779843,11.794356,13.89998,10.419227,0.1599006,0.29326227,0.34212083,0.0010558408,0.021517152,0.17670359,0.0054396824,2.0836926,6,12,minor,coordinated,major,contrary,random,synonym,part,coordinate,complete,general,necessary,new,specific,not
2,hyp,minor,2,hyp,minor,grab,take,4.5,True,['grab'],['take'],1,1,13.712124,16.082933,18.026207,12.51785,10.736066,13.833224,13.855083,0.0112249255,0.12017468,0.83900774,0.0034002974,0.0005723977,0.012670003,0.012950009,0.84763676,8,44,minor,coordinated,synonym,major,contrary,part,random,or,non,and,coordinate,small,-,/
4,no-rel,random,4,no-rel,random,procedure,tear,0.08,True,['procedure'],['tear'],1,1,8.748189,16.566027,14.413962,13.018484,17.952267,15.653986,13.216613,7.210475e-05,0.17914622,0.020824663,0.005158572,0.71654594,0.07196369,0.006288914,1.2647045,4,9,random,coordinated,major,minor,synonym,part,coordination,contrary,general,specific,partial,total,critical,principal
4,no-rel,random,4,no-rel,random,snail,courage,0.15,True,['snail'],['courage'],1,1,9.742844,14.033778,13.259857,9.747277,18.89318,9.347779,10.491004,0.000104941435,0.0076643657,0.0035348143,0.000105407744,0.9882981,7.0692404e-05,0.0002217527,0.105879806,3,1,random,coordinated,minor,synonym,part,contrary,major,coordination,natural,little,zero,accidental,specific,small
2,hyp,minor,2,hyp,minor,medicine,drug,3.83,True,['medicine'],['drug'],1,1,10.4918585,14.230477,20.48555,9.892855,9.134517,12.475185,14.773481,4.5430963e-05,0.0019099126,0.99439055,2.4957892e-05,1.1691383e-05,0.0003301413,0.0032872835,0.05748371,5,3,minor,synonym,coordinated,major,or,contrary,and,complementary,small,part,controlled,new,/,related
2,hyp,minor,6,syn,synonym,speech,language,3.67,False,['speech'],['language'],1,1,9.743402,15.345396,20.263725,14.478912,7.193234,12.714987,11.868765,2.6684464e-05,0.007230591,0.98895615,0.003039938,2.0832172e-06,0.00052095664,0.00022350748,0.10152243,8,6,minor,coordinated,part,major,synonym,or,natural,contrary,other,another,and,not,alternate,auxiliary
1,cohyp,coordinated,1,cohyp,coordinated,traitor,thief,1.58,True,['traitor'],['thief'],1,1,13.288688,15.863663,14.999205,11.025936,14.266812,13.79982,11.320818,0.041265585,0.54185796,0.22827381,0.0042942516,0.10974435,0.06879707,0.005767041,1.8474392,2,1,coordinated,minor,random,major,contrary,synonym,part,or,and,/,unrelated,general,",",organized
2,hyp,minor,2,hyp,minor,maroon,color,5.9,True,['maroon'],['color'],1,1,7.1460347,16.26881,21.081203,11.255433,13.074278,12.757617,13.75767,8.789445e-07,0.008052537,0.99066895,5.353659e-05,0.00033003878,0.00024045892,0.00065367005,0.083815336,6,15,minor,coordinated,synonym,random,major,part,secondary,primary,coordination,tertiary,background,complementary,hair,specific
2,hyp,minor,6,syn,synonym,existence,being,4.69,False,['existence'],['being'],1,1,17.68623,14.882218,17.883944,11.506746,9.156136,13.664772,15.1866,0.41990492,0.025432223,0.5117019,0.0008698321,8.290451e-05,0.0075275577,0.03448065,1.3855809,2,15,minor,contrary,synonym,coordinated,major,part,opposite,complementary,non,lesser,random,synonymous,or,not
2,hyp,minor,2,hyp,minor,wound,injury,5.46,True,['wound'],['injury'],1,1,9.368431,14.619163,19.22107,10.299932,10.384231,12.993575,14.358386,5.1573228e-05,0.009835309,0.98032653,0.0001309091,0.00014242312,0.00193555,0.0075776447,0.168747,14,5,minor,coordinated,synonym,major,random,part,specific,or,other,contrary,general,lesser,unrelated,related
1,cohyp,coordinated,1,cohyp,coordinated,mussel,scallop,2.85,True,"['mu', '##ssel']","['sc', '##all', '##op']",2,3,9.21771,18.868393,14.557397,13.469759,8.780349,12.160699,12.239175,6.3082574e-05,0.9798238,0.013149408,0.004431503,4.0734845e-05,0.0011968327,0.0012945391,0.17113678,2,9,coordinated,minor,part,synonym,major,or,and,contrary,random,/,",",related,common,headed
3,mero,part,1,cohyp,coordinated,back,shoulder,1.69,False,['back'],['shoulder'],1,1,15.859369,14.793415,11.014301,15.897191,8.287398,9.390888,10.48376,0.4171,0.14364886,0.0032813603,0.4331776,0.00021467179,0.0006471643,0.0019303795,1.5051,28,8,part,contrary,coordinated,minor,synonym,major,side,opposite,parts,random,to,and,front,coordinate
2,hyp,minor,5,r-hyp,major,destroy,kill,3.92,False,['destroy'],['kill'],1,1,15.395806,15.517124,15.773876,10.3995905,11.950067,14.364644,13.387119,0.24284516,0.27416825,0.354424,0.0016424815,0.0077421884,0.086596705,0.032581255,2.0741587,4,17,minor,coordinated,contrary,major,synonym,random,part,coordinate,opposite,non,partial,not,unknown,or
2,hyp,minor,2,hyp,minor,pony,horse,4.75,True,['pony'],['horse'],1,1,12.848181,16.659184,17.451393,14.937932,11.340965,11.154931,13.078675,0.00642064,0.29018554,0.64080817,0.051897418,0.0014223385,0.0011808896,0.008085014,1.2787914,5,6,minor,coordinated,part,synonym,contrary,random,major,small,or,related,other,lesser,similar,non
2,hyp,minor,3,mero,part,sandwich,meal,4.31,False,['sandwich'],['meal'],1,1,9.458834,16.272566,22.042156,12.138062,13.000722,11.42178,9.845069,3.4173702e-06,0.0031107012,0.9966888,4.980419e-05,0.000118008844,2.4332607e-05,5.0284234e-06,0.033452187,3,3,minor,coordinated,random,part,major,lesser,unrelated,secondary,complementary,synonym,alternate,side,contrary,supplemental
2,hyp,minor,2,hyp,minor,foe,adversary,4.86,True,['foe'],['adversary'],1,1,16.257763,15.926283,17.698917,10.756337,9.774554,13.365018,15.112713,0.15816094,0.11353749,0.66832036,0.00064544677,0.00024181182,0.00876589,0.050328072,1.4524027,2,1,minor,contrary,coordinated,synonym,major,part,or,random,complementary,general,opposite,and,specific,lesser
2,hyp,minor,2,hyp,minor,shatter,break,5.15,True,['shatter'],['break'],1,1,11.708339,16.600311,18.79468,11.139773,11.144585,13.32301,15.776974,0.00071716466,0.09553787,0.85738844,0.00040615714,0.00040811597,0.0036046398,0.041937698,0.751791,3,75,minor,coordinated,synonym,major,contrary,random,part,small,lesser,or,coordination,controlled,not,complementary
2,hyp,minor,2,hyp,minor,job,activity,4.77,True,['job'],['activity'],1,1,11.566916,15.389226,20.943867,9.395783,15.608197,12.185143,11.485893,8.38966e-05,0.0038348846,0.99106497,9.568266e-06,0.0047736466,0.00015568148,7.736712e-05,0.08474347,17,6,minor,random,coordinated,major,contrary,synonym,unrelated,coordination,part,related,coordinate,or,irregular,lesser
2,hyp,minor,2,hyp,minor,rum,alcohol,5.62,True,['rum'],['alcohol'],1,1,9.590634,13.375346,22.645298,10.623787,10.4541855,11.225568,13.39115,2.1396297e-06,9.419288e-05,0.99978596,6.0121683e-06,5.0742765e-06,1.0974411e-05,9.5693365e-05,0.0032607515,3,2,minor,synonym,coordinated,lesser,another,major,other,part,controlled,base,random,related,secondary,unrelated
2,hyp,minor,2,hyp,minor,smother,kill,4.4,True,"['sm', '##oth', '##er']",['kill'],3,1,9.193771,15.632056,17.220858,11.011575,13.714617,10.228446,12.736759,0.00026146567,0.16350321,0.80081826,0.0016101884,0.024032166,0.0007358143,0.009038883,0.9001425,7,17,minor,coordinated,random,synonym,part,major,contrary,lesser,no,small,coordination,critical,limited,selective
1,cohyp,coordinated,2,hyp,minor,search,examine,4.15,False,['search'],['examine'],1,1,14.169246,17.01016,15.279554,9.900655,13.372133,13.629558,11.692087,0.044846535,0.7682852,0.13612247,0.00062791863,0.020209117,0.026142392,0.00376628,1.1728616,9,5,coordinated,minor,contrary,major,random,synonym,part,coordinate,partial,necessary,coordination,complementary,sequential,specific
4,no-rel,random,4,no-rel,random,destiny,stream,0.38,True,['destiny'],['stream'],1,1,9.71496,14.51211,15.15342,11.717877,17.20698,11.590923,13.6729145,0.0004520364,0.054770797,0.104008,0.003349881,0.8108046,0.0029504881,0.023664163,0.9996293,3,10,random,minor,coordinated,synonym,part,major,contrary,coordination,main,opposite,side,different,critical,related
2,hyp,minor,2,hyp,minor,doll,toy,5.93,True,['doll'],['toy'],1,1,13.063126,17.51963,19.050526,11.825072,8.630699,12.321459,14.205466,0.0020430034,0.17607778,0.8138866,0.00059236493,2.4282352e-05,0.000973122,0.006402968,0.7643792,2,8,minor,coordinated,synonym,contrary,major,part,or,coordination,small,random,and,organized,non,/
1,cohyp,coordinated,4,no-rel,random,attack,remove,1.14,False,['attack'],['remove'],1,1,12.410025,17.086897,16.920612,11.116375,16.082611,13.753305,14.730863,0.0039517507,0.42455047,0.35951155,0.0010838385,0.15551545,0.015141502,0.040245436,1.7931772,15,9,coordinated,minor,random,synonym,major,contrary,part,coordination,coordinate,accidental,specific,and,general,partial
0,ant,contrary,0,ant,contrary,joy,sorrow,0.69,True,['joy'],['sorrow'],1,1,22.971464,16.301289,13.938475,11.177679,9.715306,12.186413,11.210003,0.99857664,0.0012663711,0.00011923504,7.5405947e-06,1.7470494e-06,2.0677266e-05,7.788318e-06,0.016410712,4,5,contrary,coordinated,minor,major,synonym,part,opposite,random,opposed,positive,negative,contradictory,and,not
2,hyp,minor,2,hyp,minor,citrus,tree,3.42,True,['citrus'],['tree'],1,1,5.8172884,13.5643,22.362188,10.425767,11.894304,12.82319,11.65027,6.524088e-08,0.00015100928,0.99971956,6.545702e-06,2.8427188e-05,7.196871e-05,2.2271595e-05,0.0041993796,2,7,minor,coordinated,major,random,synonym,unrelated,small,part,ornamental,type,related,important,state,accessory
3,mero,part,3,mero,part,flour,bread,0.25,True,['flour'],['bread'],1,1,10.947291,16.025276,13.3089905,16.51428,10.22539,12.140334,12.801838,0.002252881,0.36147562,0.023900727,0.5894552,0.0010945122,0.0074279695,0.014393206,1.2800702,3,3,part,coordinated,minor,synonym,major,contrary,random,parts,or,in,and,portion,/,mixed
0,ant,contrary,0,ant,contrary,hope,despair,0.17,True,['hope'],['despair'],1,1,21.417553,15.758636,13.07333,10.825217,10.704807,11.964145,10.414159,0.9961482,0.003472864,0.0002368503,2.5010999e-05,2.2173672e-05,7.811977e-05,1.6580996e-05,0.03882506,9,3,contrary,coordinated,minor,major,part,random,synonym,opposite,coordination,opposed,positive,wrong,contradictory,negative
1,cohyp,coordinated,3,mero,part,picture,television,0.64,False,['picture'],['television'],1,1,15.567742,17.080992,13.5492325,16.46928,11.046875,15.150806,11.06092,0.11339564,0.51498216,0.015064983,0.2793375,0.0012336972,0.07473488,0.0012511464,1.757963,12,3,coordinated,part,contrary,major,minor,synonym,random,parts,coordination,coordinate,parallel,in,general,opposite
2,hyp,minor,2,hyp,minor,phone,device,5.54,True,['phone'],['device'],1,1,10.017912,13.27723,21.42633,7.876268,14.489128,10.80423,14.482628,1.1076583e-05,0.00028834323,0.99774384,1.3010734e-06,0.0009687915,2.43164e-05,0.0009625145,0.026567347,4,5,minor,random,synonym,coordinated,unrelated,major,related,unknown,contrary,lesser,peripheral,other,auxiliary,similar
1,cohyp,coordinated,1,cohyp,coordinated,pour,spill,2.08,True,['pour'],['spill'],1,1,14.675206,15.558812,15.104308,10.817612,10.251123,13.126802,13.087692,0.18499295,0.44761062,0.28412652,0.003906818,0.0022171775,0.039327107,0.037818704,1.8983248,6,10,coordinated,minor,contrary,major,synonym,part,random,or,and,coordination,non,not,partial,accidental
3,mero,part,5,r-hyp,major,extremity,leg,2.08,False,"['ex', '##tre', '##mity']",['leg'],3,1,9.374314,12.260927,10.830047,17.096306,7.361003,12.231179,12.57164,0.00043053745,0.0077205985,0.0018459819,0.97191715,5.7496432e-05,0.007494309,0.010533964,0.23861025,5,9,part,synonym,coordinated,major,minor,parts,of,contrary,:,including,lower,",",partial,full
1,cohyp,coordinated,3,mero,part,bread,sandwich,1.31,False,['bread'],['sandwich'],1,1,12.174287,17.467598,14.377761,15.806924,10.401758,14.499614,13.026576,0.0038518575,0.7665245,0.034884047,0.14564797,0.0006544415,0.039404593,0.009032641,1.1507341,3,3,coordinated,part,major,minor,synonym,contrary,random,parts,or,and,/,specific,portion,general
1,cohyp,coordinated,1,cohyp,coordinated,chamber,cell,3.0,True,['chamber'],['cell'],1,1,11.464083,16.933117,15.486471,13.516165,11.819632,9.827252,11.79761,0.0032801214,0.7781463,0.18314329,0.025532763,0.004680614,0.00063829805,0.004578667,0.9708634,6,7,coordinated,minor,part,random,synonym,contrary,major,or,separate,small,coordination,and,adjacent,/
0,ant,contrary,2,hyp,minor,demand,request,3.91,False,['demand'],['request'],1,1,17.95476,16.077581,14.240497,11.552343,8.572471,13.778755,14.274957,0.8198575,0.12545565,0.019982714,0.0013589526,6.903384e-05,0.012592811,0.02068332,0.93255055,11,5,contrary,coordinated,synonym,minor,major,part,coordination,random,opposite,or,partial,similar,coordinate,necessary
5,r-hyp,major,5,r-hyp,major,meal,supper,1.77,True,['meal'],['supper'],1,1,12.719061,15.588341,11.501318,15.073897,10.731767,17.4359,12.487442,0.0070322906,0.12393936,0.0020808356,0.07409507,0.0009638865,0.7863102,0.005578353,1.0444927,3,2,major,coordinated,part,contrary,synonym,minor,random,parts,general,main,significant,important,specific,:
2,hyp,minor,1,cohyp,coordinated,stir,turn,2.86,False,['stir'],['turn'],1,1,13.04921,15.253859,16.399296,10.460332,13.007774,11.5234785,12.883641,0.024587154,0.2229334,0.7008615,0.0018466006,0.023589198,0.0053467723,0.020835448,1.2745641,11,38,minor,coordinated,contrary,random,synonym,major,part,and,or,in,opposite,little,-,small
2,hyp,minor,4,no-rel,random,accelerate,build,0.57,False,['accelerate'],['build'],1,1,10.040011,14.617322,16.039173,11.614184,14.52257,11.530944,11.834862,0.0016526454,0.16072388,0.66616607,0.007976903,0.14619415,0.0073397863,0.009946568,1.4089077,2,12,minor,coordinated,random,synonym,part,major,contrary,small,little,coordination,partial,new,related,quick
2,hyp,minor,2,hyp,minor,reminiscence,memory,4.09,True,"['re', '##mini', '##sc', '##ence']",['memory'],4,1,8.433006,12.496149,18.309605,12.490326,11.298278,11.250102,12.397823,5.0830182e-05,0.0029561205,0.98963225,0.002938957,0.00089226384,0.00085029734,0.0026792907,0.10576384,2,5,minor,coordinated,part,synonym,random,major,partial,or,primary,secondary,specific,complementary,active,abbreviated
2,hyp,minor,2,hyp,minor,religion,belief,4.58,True,['religion'],['belief'],1,1,14.572001,14.594828,19.364021,10.1075535,11.216612,11.132144,14.514913,0.008091225,0.008278041,0.97535354,9.3138486e-05,0.00028234953,0.00025947957,0.0076422445,0.21000561,2,2,minor,coordinated,contrary,synonym,random,major,part,lesser,or,complementary,general,common,no,related
1,cohyp,coordinated,3,mero,part,gauze,bandage,4.9,False,"['ga', '##uze']",['bandage'],2,1,11.209065,17.748476,16.606667,13.143215,10.391949,12.917652,12.67142,0.0010741698,0.7431951,0.23725823,0.0074312775,0.00047446438,0.0059306556,0.004636235,0.9588536,2,3,coordinated,minor,part,major,synonym,contrary,random,or,non,complementary,coordination,and,partial,small
5,r-hyp,major,5,r-hyp,major,tissue,skin,2.62,True,['tissue'],['skin'],1,1,8.65598,12.417938,9.589473,16.301117,9.515613,18.564291,11.298936,4.494352e-05,0.0019340368,0.000114308314,0.09395239,0.00010616973,0.9032164,0.00063166703,0.4808965,3,10,major,part,coordinated,parts,synonym,minor,random,type,specific,important,types,contrary,:,main
2,hyp,minor,2,hyp,minor,pinch,touch,4.85,True,['pinch'],['touch'],1,1,11.839751,16.551453,18.185936,10.657721,10.842515,10.475485,13.061068,0.0014558653,0.1619523,0.8302984,0.00044644898,0.0005370652,0.00037207274,0.0049377847,0.7147064,12,27,minor,coordinated,synonym,contrary,random,part,major,coordination,small,opposite,lesser,accidental,little,or
4,no-rel,random,4,no-rel,random,destroy,taste,0.2,True,['destroy'],['taste'],1,1,12.05704,14.012284,16.040878,10.921515,18.195576,12.979623,12.6334,0.0018875777,0.013336951,0.10140602,0.00060639094,0.8746553,0.004748729,0.0033590363,0.67470175,4,13,random,minor,coordinated,major,synonym,contrary,part,specific,accidental,the,important,good,bad,wrong
1,cohyp,coordinated,0,ant,contrary,build,break,0.64,False,['build'],['break'],1,1,15.921438,16.046337,15.040929,10.713893,11.584921,13.687996,10.964603,0.37308466,0.42271757,0.15467033,0.0020426747,0.004880697,0.03997935,0.0026247106,1.7362056,12,75,coordinated,contrary,minor,major,random,synonym,part,coordination,and,coordinate,accidental,related,or,opposite
2,hyp,minor,1,cohyp,coordinated,brand,type,3.43,False,['brand'],['type'],1,1,10.01268,15.383163,20.056477,12.537892,12.3346195,12.745391,15.704488,4.243934e-05,0.009123048,0.976639,0.00053021795,0.0004326873,0.000652484,0.012580251,0.19266696,10,8,minor,synonym,coordinated,major,part,random,specific,contrary,coordination,and,or,general,face,different
3,mero,part,3,mero,part,tree,forest,0.5,True,['tree'],['forest'],1,1,11.107808,15.131725,11.447446,17.37517,15.375131,13.081783,11.170493,0.0015037517,0.08408938,0.0021119271,0.7926048,0.1072632,0.010825866,0.0016010314,1.0300381,7,3,part,random,coordinated,major,minor,synonym,contrary,parts,in,total,whole,specific,the,different
6,syn,synonym,2,hyp,minor,capture,seize,5.5,False,['capture'],['seize'],1,1,13.150109,15.447913,15.27685,11.049836,11.754449,14.688694,16.060898,0.023397751,0.23286149,0.19624823,0.0028644225,0.0057949075,0.10898657,0.4298466,2.0167468,11,8,synonym,coordinated,minor,major,contrary,random,part,coordination,general,partial,full,or,coordinate,specific
1,cohyp,coordinated,2,hyp,minor,grab,touch,4.3,False,['grab'],['touch'],1,1,12.455817,17.217415,15.84997,11.263521,13.413359,13.198261,12.892564,0.0064817416,0.7579268,0.1930872,0.0019673612,0.016886773,0.013618556,0.010031557,1.0764521,8,27,coordinated,minor,random,major,synonym,contrary,part,coordination,coordinate,little,accidental,small,or,opposite
2,hyp,minor,3,mero,part,nucleus,atom,1.15,False,['nucleus'],['atom'],1,1,11.317533,17.496193,18.179789,15.797257,7.8971534,13.047328,11.74751,0.0006517692,0.31437784,0.6227787,0.057492822,2.1312886e-05,0.0036756527,0.0010019145,1.2341553,6,2,minor,coordinated,part,major,synonym,or,contrary,small,and,coordination,/,mixed,zero,sub
5,r-hyp,major,5,r-hyp,major,flower,orchid,2.15,True,['flower'],['orchid'],1,1,9.240108,13.1482315,11.217482,15.962362,7.6412764,20.725805,13.878077,1.0172296e-05,0.0005066356,7.3482115e-05,0.008450009,2.056153e-06,0.9899065,0.0010511469,0.08984441,4,1,major,part,synonym,coordinated,parts,minor,specific,type,name,principal,key,general,section,:
4,no-rel,random,4,no-rel,random,hockey,sentence,0.71,True,['hockey'],['sentence'],1,1,9.464102,15.061404,15.992892,15.001889,18.84147,11.583689,11.680754,7.66591e-05,0.020674795,0.052478492,0.019480236,0.905948,0.0006383937,0.0007034664,0.59381336,2,4,random,minor,coordinated,part,synonym,major,contrary,unrelated,related,nonsense,parts,specific,regular,coordination
1,cohyp,coordinated,1,cohyp,coordinated,perfume,deodorant,2.64,True,['perfume'],"['de', '##od', '##oran', '##t']",1,4,12.005995,18.833305,14.627915,11.529065,10.604192,14.860475,13.305362,0.0010423537,0.9617859,0.014345006,0.00064697454,0.00025657823,0.018100891,0.0038222845,0.2976055,4,1,coordinated,major,minor,synonym,contrary,part,random,coordination,or,and,complementary,",",/,related
0,ant,contrary,2,hyp,minor,recommend,advise,4.0,False,['recommend'],['advise'],1,1,16.671867,15.918439,15.272321,8.93989,8.17876,13.845447,14.703644,0.5216399,0.24556188,0.12869315,0.00022877872,0.00010687126,0.030893836,0.0728756,1.8024085,3,3,contrary,coordinated,minor,synonym,major,or,part,specific,random,not,and,similar,/,coordination
3,mero,part,3,mero,part,sister,sorority,1.07,True,['sister'],['sorority'],1,1,12.378919,15.01831,10.764604,16.057795,11.175158,14.77356,9.116948,0.015126719,0.21184473,0.0030106248,0.5990461,0.0045389766,0.16585328,0.00057954737,1.5052944,4,1,part,coordinated,major,contrary,random,minor,in,synonym,parts,member,of,:,chapter,organized
2,hyp,minor,0,ant,contrary,answer,question,0.82,False,['answer'],['question'],1,1,14.227588,14.499064,15.868403,13.821182,12.638185,15.025643,13.145039,0.09173206,0.12034333,0.47328022,0.061097223,0.018717684,0.20375688,0.03107249,2.1716244,15,11,minor,major,coordinated,contrary,part,synonym,random,to,in,specific,the,no,necessary,same
2,hyp,minor,2,hyp,minor,bone,tissue,1.23,True,['bone'],['tissue'],1,1,9.357988,14.365607,21.53619,9.339748,12.696741,11.802671,9.402697,5.136237e-06,0.00076811516,0.99901235,5.043402e-06,0.00014475945,5.920487e-05,5.3710796e-06,0.012322155,6,3,minor,coordinated,random,major,soft,related,other,similar,complementary,complex,benign,secondary,another,specific
2,hyp,minor,2,hyp,minor,quotient,amount,4.42,True,"['quo', '##tie', '##nt']",['amount'],3,1,13.237139,15.138413,23.508972,10.469523,13.23938,13.770245,15.685362,3.4567547e-05,0.00023140974,0.9992384,2.171243e-06,3.46451e-05,5.8910602e-05,0.00039986955,0.010301047,2,7,minor,synonym,coordinated,major,random,contrary,lesser,synonymous,part,complementary,small,similar,unknown,opposite
1,cohyp,coordinated,6,syn,synonym,way,path,4.67,False,['way'],['path'],1,1,14.784037,15.78944,14.565276,13.258832,10.136238,14.065682,13.70534,0.17885005,0.488799,0.14370856,0.038913574,0.001713862,0.08719907,0.060815923,2.1016657,13,4,coordinated,contrary,minor,major,synonym,part,random,or,parts,specific,related,different,and,not
0,ant,contrary,2,hyp,minor,daughter,female,4.8,False,['daughter'],['female'],1,1,18.689978,15.971062,15.600133,14.150994,10.614554,13.545201,13.5755415,0.88160896,0.058138765,0.04012116,0.009419342,0.0002742611,0.0051395847,0.0052979104,0.7308059,1,5,contrary,coordinated,minor,part,synonym,major,random,opposite,unrelated,complementary,sister,or,not,coordination
3,mero,part,3,mero,part,eyeball,eye,2.17,True,"['eye', '##ball']",['eye'],2,1,10.342204,13.873537,13.09675,16.442043,7.669454,8.662617,13.6410055,0.0019083777,0.065208286,0.029988075,0.8507283,0.00013179654,0.00035581877,0.05167918,0.85088646,2,6,part,coordinated,synonym,minor,contrary,opposite,peripheral,lesser,partial,major,inner,half,middle,parts
0,ant,contrary,0,ant,contrary,son,daughter,0.91,True,['son'],['daughter'],1,1,20.109392,16.755054,13.597458,12.54367,9.432098,12.653289,11.191177,0.96369684,0.03366434,0.0014316713,0.00049910153,2.2225455e-05,0.000556924,0.00012906514,0.24315202,2,1,contrary,coordinated,minor,major,part,synonym,random,sister,opposite,or,named,equal,different,married
4,no-rel,random,4,no-rel,random,restroom,communication,0.14,True,['restroom'],['communication'],1,1,10.377145,14.607081,16.533852,11.692527,19.304453,12.103422,11.919645,0.00012360084,0.008492968,0.05832372,0.0004605582,0.9313266,0.00069459894,0.0005779907,0.41334796,1,3,random,minor,coordinated,major,synonym,part,contrary,unrelated,general,related,coordination,organized,specific,routine
