pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
3,mero,Ġpart,3,mero,Ġpart,tusk,elephant,1.5,True,"['Ġt', 'usk']",['Ġelephant'],2,1,50.678364,55.313557,55.0933,60.009945,56.150284,56.027733,54.684776,8.347919e-05,0.008602347,0.0069017727,0.9423939,0.019861083,0.017570322,0.004587131,0.4407399,4,2,Ġpart,Ġrandom,Ġmajor,Ġcoordinated,Ġsubclass,Ġequivalent,Ġof,Ġparts,part,Ġfrom,Ġin,Ġmodified,Ġan,","
2,hyp,Ġsubclass,2,hyp,Ġsubclass,mushroom,fungus,5.33,True,['Ġmushroom'],['Ġfungus'],1,1,51.521286,58.77811,61.702682,57.13411,53.521313,53.42568,58.56893,3.4171408e-05,0.04844642,0.9023753,0.009360114,0.0002525012,0.0002294721,0.039302163,0.5982114,7,1,Ġsubclass,Ġcoordinated,Ġequivalent,Ġpart,Ġrelated,Ġor,Ġsimilar,Ġcoordinate,Ġrandom,Ġmajor,Ġtype,Ġlike,Ġother,Ġclass
2,hyp,Ġsubclass,6,syn,Ġequivalent,wed,marry,4.91,False,['Ġwed'],['Ġmarry'],1,1,52.63567,57.213844,57.222885,53.986385,51.195892,56.21726,56.963764,0.0032011825,0.31159207,0.3144219,0.012357163,0.0007586179,0.11502034,0.24264872,2.016354,4,2,Ġsubclass,Ġcoordinated,Ġequivalent,Ġmajor,Ġpart,Ġor,Ġcontrary,Ġrandom,Ġcoordinate,Ġother,Ġotherwise,major,Ġcomparable,Ġsimilar
0,ant,Ġcontrary,0,ant,Ġcontrary,sorrow,joy,0.6,True,['Ġsorrow'],['Ġjoy'],1,1,59.110302,57.107834,52.00312,51.27825,52.840027,52.549377,53.8974,0.8733855,0.1179085,0.000715478,0.00034656902,0.0016521905,0.0012354712,0.004756323,0.6096042,5,4,Ġcontrary,Ġcoordinated,Ġequivalent,Ġrandom,Ġmajor,Ġsubclass,Ġpart,Ġopposite,Ġunrelated,Ġor,Ġcoordination,Ġcoordinate,Ġsimultaneous,Ġrelated
2,hyp,Ġsubclass,5,r-hyp,Ġmajor,accept,allow,3.55,False,['Ġaccept'],['Ġallow'],1,1,50.383163,50.089405,54.33875,47.971542,50.344032,50.554173,52.319996,0.015836252,0.011805237,0.8270682,0.0014200336,0.015228528,0.018789737,0.10985201,0.9600051,11,10,Ġsubclass,Ġequivalent,Ġmajor,Ġcontrary,Ġrandom,Ġcoordinated,Ġpart,Ġcoordinate,Ġsimilar,Ġunrelated,Ġother,Ġnot,Ġcomparable,Ġspecific
4,no-rel,Ġrandom,4,no-rel,Ġrandom,fungus,kindness,0.15,True,['Ġfungus'],['Ġkindness'],1,1,50.818512,54.754753,54.0636,48.642017,59.393215,52.16429,54.102825,0.0001850305,0.009478315,0.004748611,2.0989577e-05,0.9799177,0.0007107353,0.004938584,0.17692764,1,3,Ġrandom,Ġcoordinated,Ġequivalent,Ġsubclass,Ġmajor,random,Ġcontrary,Ġunrelated,ĠRandom,Ġarbitrary,Ġpart,Ġrandomly,Ġgeneralized,Ġgeneral
2,hyp,Ġsubclass,2,hyp,Ġsubclass,pill,drug,4.15,True,['Ġpill'],['Ġdrug'],1,1,50.889797,56.274643,61.534367,56.267654,52.4037,51.937824,56.916325,2.3352819e-05,0.0050926995,0.97997963,0.0050572334,0.00010612549,6.6602675e-05,0.009674463,0.17338091,5,3,Ġsubclass,Ġequivalent,Ġcoordinated,Ġpart,Ġrandom,Ġmajor,Ġrelated,Ġcoordinate,Ġsimilar,Ġclass,Ġcontrary,Ġtype,Ġother,Ġor
3,mero,Ġpart,3,mero,Ġpart,toenail,toe,0.77,True,"['Ġto', 'en', 'ail']",['Ġtoe'],3,1,50.398006,57.538555,55.274517,60.416466,52.73961,56.380547,56.02512,4.0789964e-05,0.05148186,0.005350508,0.91519773,0.00042412934,0.016171023,0.011333854,0.5525346,2,9,Ġpart,Ġcoordinated,Ġmajor,Ġequivalent,Ġsubclass,Ġof,Ġor,Ġrandom,Ġin,Ġcoordinate,Ġon,",",ĠPart,Ġparts
2,hyp,Ġsubclass,2,hyp,Ġsubclass,reap,get,4.31,True,['Ġreap'],['Ġget'],1,1,49.699768,54.85999,55.69114,49.451134,54.61505,51.864532,53.30846,0.0013193766,0.22983932,0.5277014,0.0010289358,0.17990746,0.011495134,0.0487084,1.728668,2,37,Ġsubclass,Ġcoordinated,Ġrandom,Ġequivalent,Ġmajor,Ġcontrary,Ġpart,Ġcoordinate,Ġsimilar,Ġrandomly,Ġunrelated,Ġbig,Ġor,Ġrandomized
2,hyp,Ġsubclass,2,hyp,Ġsubclass,tennis,activity,5.42,True,['Ġtennis'],['Ġactivity'],1,1,50.351627,54.926228,60.88049,51.580418,55.936115,51.983047,54.0972,2.6459207e-05,0.0025662587,0.9890164,9.041358e-05,0.007045132,0.0001352364,0.0011201024,0.10254544,1,6,Ġsubclass,Ġrandom,Ġcoordinated,Ġequivalent,Ġmajor,Ġpart,Ġcontrary,Ġrelated,Ġclass,Ġunrelated,Ġcoordinate,Ġgroup,Ġother,Ġspecific
2,hyp,Ġsubclass,6,syn,Ġequivalent,duty,obligation,4.91,False,['Ġduty'],['Ġobligation'],1,1,57.48828,59.27734,63.67288,56.976288,52.48644,56.346592,61.602398,0.0018039969,0.010794789,0.8753307,0.0010811349,1.213286e-05,0.0005759787,0.11040124,0.6231555,3,5,Ġsubclass,Ġequivalent,Ġcoordinated,Ġcontrary,Ġpart,Ġmajor,Ġor,Ġrelated,Ġsimilar,Ġother,Ġcoordinate,Ġcomparable,Ġspecific,Ġtype
6,syn,Ġequivalent,2,hyp,Ġsubclass,ritual,custom,4.46,False,['Ġritual'],['Ġcustom'],1,1,53.858456,57.480015,58.498463,55.38654,53.499977,55.767918,58.935345,0.0031819458,0.1189915,0.32947484,0.014666658,0.0022233485,0.021476405,0.5099853,1.6429411,5,5,Ġequivalent,Ġsubclass,Ġcoordinated,Ġmajor,Ġpart,Ġcontrary,Ġrandom,Ġor,Ġsimilar,Ġrelated,Ġcomparable,Ġcoordinate,Ġminor,Ġindependent
0,ant,Ġcontrary,0,ant,Ġcontrary,sit,stand,0.55,True,['Ġsit'],['Ġstand'],1,1,56.283325,56.269775,54.657516,52.931988,50.17353,52.357674,55.799065,0.35008675,0.34537512,0.06888044,0.012266151,0.0007775451,0.006906959,0.21570687,1.9385083,10,24,Ġcontrary,Ġcoordinated,Ġequivalent,Ġsubclass,Ġpart,Ġmajor,Ġcoordinate,Ġor,Ġrandom,Ġcomplement,Ġopposite,Ġsimilar,Ġalternative,Ġsimultaneous
2,hyp,Ġsubclass,2,hyp,Ġsubclass,jazz,music,5.77,True,['Ġjazz'],['Ġmusic'],1,1,48.99511,55.379845,62.701305,56.170204,53.49181,51.927338,56.14545,1.1114424e-06,0.0006587827,0.99635065,0.0014520815,9.971928e-05,2.0861113e-05,0.0014165785,0.040984046,5,5,Ġsubclass,Ġpart,Ġequivalent,Ġcoordinated,Ġrelated,Ġrandom,Ġclass,Ġmajor,Ġtype,Ġcoordinate,Ġcomponent,Ġderivative,Ġgroup,Ġfusion
5,r-hyp,Ġmajor,6,syn,Ġequivalent,attack,assault,4.77,False,['Ġattack'],['Ġassault'],1,1,49.54609,54.46573,55.015453,51.19088,53.126213,57.626923,54.985962,0.00025782108,0.035309434,0.06118333,0.001335494,0.009250101,0.83325857,0.05940529,0.95651746,15,7,Ġmajor,Ġsubclass,Ġequivalent,Ġcoordinated,Ġrandom,Ġpart,ĠMajor,Ġcontrary,Ġmain,Ġcoordinate,Ġsimilar,Ġrelated,Ġcomparable,major
2,hyp,Ġsubclass,2,hyp,Ġsubclass,burglar,crook,5.5,True,"['Ġburg', 'lar']","['Ġcro', 'ok']",2,2,52.62611,56.19046,59.266323,51.587364,53.86382,55.886173,57.578938,0.0010277472,0.03629643,0.78649175,0.0003637179,0.00354337,0.026774032,0.14550298,1.0338299,1,4,Ġsubclass,Ġequivalent,Ġcoordinated,Ġmajor,Ġrandom,Ġcontrary,Ġpart,Ġcomparable,Ġsimilar,Ġrelated,Ġor,Ġother,Ġspecialized,Ġunrelated
5,r-hyp,Ġmajor,5,r-hyp,Ġmajor,measure,gallon,0.82,True,['Ġmeasure'],['Ġgallon'],1,1,51.991035,56.70569,53.937515,56.836674,56.154346,59.21216,57.955948,0.00048342213,0.053935453,0.003385883,0.06148377,0.031076316,0.66133314,0.18830207,1.5114561,13,2,Ġmajor,Ġequivalent,Ġpart,Ġcoordinated,Ġrandom,Ġsubclass,Ġcomparable,Ġcontrary,Ġof,major,ĠMajor,Ġlarge,Ġsignificant,:
2,hyp,Ġsubclass,2,hyp,Ġsubclass,gravity,force,5.7,True,['Ġgravity'],['Ġforce'],1,1,51.925106,56.303413,60.327324,49.769466,55.345173,49.695164,56.206966,0.00021547948,0.017174363,0.96037924,2.495879e-05,0.006587522,2.3171506e-05,0.015595318,0.30142793,3,19,Ġsubclass,Ġcoordinated,Ġequivalent,Ġrandom,Ġcoordinate,Ġcontrary,Ġcoordination,Ġrelated,Ġclass,Ġpart,Ġmajor,Ġindependent,Ġspecific,Ġcoordinating
2,hyp,Ġsubclass,2,hyp,Ġsubclass,aspirin,drug,5.92,True,['Ġaspirin'],['Ġdrug'],1,1,46.62449,52.96228,62.729454,50.47158,49.96283,47.98242,51.987865,1.01312885e-07,5.7297086e-05,0.999913,4.7471763e-06,2.8542215e-06,3.9391955e-07,2.1624672e-05,0.0014152988,1,3,Ġsubclass,Ġcoordinated,Ġequivalent,Ġclass,Ġrelated,Ġpart,Ġrandom,Ġcoordinate,Ġtype,Ġgroup,Ġfamily,Ġmajor,Ġderivative,Ġcombination
0,ant,Ġcontrary,0,ant,Ġcontrary,patience,impatience,2.43,True,['Ġpatience'],"['Ġimpat', 'ience']",1,2,58.713634,55.412827,52.67229,50.2506,51.016106,54.254505,53.884697,0.9438732,0.03478492,0.0022448713,0.00019928013,0.00042846898,0.010922912,0.0075462773,0.39858148,2,3,Ġcontrary,Ġcoordinated,Ġmajor,Ġequivalent,Ġsubclass,Ġrandom,Ġopposite,Ġpart,Ġcounter,Ġor,Ġcomparable,Ġopposed,Ġunrelated,Ġsimilar
1,cohyp,Ġcoordinated,4,no-rel,Ġrandom,stream,oxygen,0.46,False,['Ġstream'],['Ġoxygen'],1,1,52.031326,58.36071,54.747807,53.562237,57.927914,53.868313,55.407948,0.0010194683,0.571729,0.015421483,0.0047123735,0.3708763,0.0063998066,0.029841572,1.329084,10,1,Ġcoordinated,Ġrandom,Ġequivalent,Ġsubclass,Ġmajor,Ġpart,Ġof,Ġcontrary,Ġindependent,Ġsynchronized,Ġradical,Ġcoordinate,Ġcoordinating,Ġsystematic
2,hyp,Ġsubclass,2,hyp,Ġsubclass,lounge,sit,4.3,True,['Ġlounge'],['Ġsit'],1,1,51.818855,56.65431,59.225803,52.886383,51.997753,52.57134,58.38081,0.00040190233,0.05059773,0.66209024,0.0011688047,0.0004806344,0.00085294276,0.28440756,1.157509,4,10,Ġsubclass,Ġequivalent,Ġcoordinated,Ġpart,Ġmajor,Ġcoordinate,Ġrandom,Ġcontrary,Ġsimilar,Ġrelated,Ġcomparable,Ġvariant,Ġor,Ġalternative
2,hyp,Ġsubclass,2,hyp,Ġsubclass,gallon,measure,5.82,True,['Ġgallon'],['Ġmeasure'],1,1,49.272217,53.96277,61.011024,53.486313,53.382755,48.947765,56.654144,7.862332e-06,0.00085631217,0.98548675,0.0005317531,0.00047944143,5.683867e-06,0.012632281,0.12048221,2,13,Ġsubclass,Ġequivalent,Ġcoordinated,Ġpart,Ġrandom,Ġcoordinate,Ġclass,Ġrelated,Ġalternative,Ġgroup,Ġcontrary,Ġmajor,Ġcomparable,Ġtype
4,no-rel,Ġrandom,5,r-hyp,Ġmajor,break,crunch,3.75,False,['Ġbreak'],['Ġcrunch'],1,1,50.378166,53.53334,53.583252,49.86591,56.908653,56.300568,54.692223,0.00084495416,0.019820195,0.020834554,0.00050624757,0.5794122,0.3154274,0.06315447,1.475576,75,7,Ġrandom,Ġmajor,Ġequivalent,Ġsubclass,Ġcoordinated,major,Ġcontrary,Ġpart,random,Ġmain,Ġrelated,Ġarbitrary,Ġgeneral,Ġbig
2,hyp,Ġsubclass,2,hyp,Ġsubclass,jungle,forest,4.75,True,['Ġjungle'],['Ġforest'],1,1,52.32842,57.92012,59.29494,54.08557,53.18471,53.582043,57.961628,0.00061692955,0.16545528,0.65427107,0.0035756682,0.0014525088,0.0021611133,0.17246749,1.3356532,3,3,Ġsubclass,Ġequivalent,Ġcoordinated,Ġpart,Ġmajor,Ġrandom,Ġcontrary,Ġor,Ġsimilar,Ġtype,Ġclass,Ġorganized,Ġcoordinate,Ġcomparable
2,hyp,Ġsubclass,2,hyp,Ġsubclass,suggest,say,3.75,True,['Ġsuggest'],['Ġsay'],1,1,49.560925,53.52098,55.74583,48.86757,52.686855,51.288357,52.316372,0.0017139053,0.08991195,0.83187366,0.0008567741,0.03904463,0.009642755,0.026956432,0.9456486,5,12,Ġsubclass,Ġcoordinated,Ġrandom,Ġequivalent,Ġmajor,Ġcontrary,Ġpart,Ġcoordinate,Ġgroup,Ġto,Ġcode,Ġspecific,Ġsimilar,Ġsystematic
2,hyp,Ġsubclass,2,hyp,Ġsubclass,lava,rock,3.07,True,['Ġlava'],['Ġrock'],1,1,49.991146,55.09773,60.292007,53.178627,50.800358,49.211945,54.53967,3.3282555e-05,0.005495122,0.9904303,0.0008063472,7.4757176e-05,1.5269112e-05,0.0031449597,0.091188855,1,9,Ġsubclass,Ġcoordinated,Ġequivalent,Ġpart,Ġrandom,Ġcontrary,Ġcoordinate,Ġsimilar,Ġmajor,Ġrelated,Ġother,Ġcoordination,Ġor,Ġclass
2,hyp,Ġsubclass,2,hyp,Ġsubclass,marry,join,3.55,True,['Ġmarry'],['Ġjoin'],1,1,51.742455,56.28271,56.522068,51.902855,54.131702,54.33046,54.46837,0.0039304164,0.36833832,0.4679488,0.0046142335,0.042862326,0.052287143,0.06001889,1.771588,2,7,Ġsubclass,Ġcoordinated,Ġequivalent,Ġmajor,Ġrandom,Ġpart,Ġcontrary,Ġcoordinate,Ġor,Ġgroup,Ġteam,Ġrandomly,Ġunrelated,Ġrelated
2,hyp,Ġsubclass,1,cohyp,Ġcoordinated,clam,mussel,3.38,False,['Ġclam'],"['Ġmus', 'sel']",1,2,50.342655,57.213028,60.080555,54.442535,52.373917,53.71685,55.984337,5.467077e-05,0.052664768,0.9265553,0.003298455,0.0004167934,0.0015964286,0.015413683,0.46590036,4,2,Ġsubclass,Ġcoordinated,Ġequivalent,Ġpart,Ġmajor,Ġor,Ġrelated,Ġrandom,Ġsimilar,Ġcoordinate,Ġtype,Ġother,Ġanalogous,Ġand
2,hyp,Ġsubclass,6,syn,Ġequivalent,overwhelm,overcome,2.85,False,['Ġoverwhelm'],['Ġovercome'],1,1,53.322407,55.38391,57.3169,50.682373,54.770355,54.25432,55.602276,0.0125318775,0.09847275,0.6804587,0.00089426053,0.053315334,0.03182293,0.12250412,1.5503266,4,4,Ġsubclass,Ġequivalent,Ġcoordinated,Ġrandom,Ġmajor,Ġcontrary,Ġpart,Ġcoordinate,Ġor,Ġcannot,Ġsimilar,Ġunrelated,Ġtotal,Ġrandomly
1,cohyp,Ġcoordinated,0,ant,Ġcontrary,professional,amateur,0.23,False,['Ġprofessional'],['Ġamateur'],1,1,58.27459,59.37493,55.49993,53.020374,53.41783,56.425392,57.06123,0.22050107,0.66264826,0.013752826,0.0011522162,0.0017145392,0.0346988,0.065532275,1.4123015,8,4,Ġcoordinated,Ġcontrary,Ġequivalent,Ġmajor,Ġsubclass,Ġrandom,Ġpart,Ġcomparable,Ġor,Ġsynchronized,Ġminor,Ġcoordinate,Ġunrelated,Ġcoordination
0,ant,Ġcontrary,0,ant,Ġcontrary,disbelief,belief,3.0,True,['Ġdisbelief'],['Ġbelief'],1,1,58.639732,53.290173,53.735477,49.847107,49.552044,51.279823,53.37999,0.98206455,0.0046650437,0.007281975,0.00014912529,0.0001110215,0.00062484475,0.005103437,0.16234428,2,2,Ġcontrary,Ġsubclass,Ġequivalent,Ġcoordinated,Ġmajor,Ġpart,Ġrandom,Ġopposite,Ġunrelated,Ġrelated,Ġor,Ġcontradictory,Ġcomplement,Ġsimilar
5,r-hyp,Ġmajor,3,mero,Ġpart,act,drama,3.62,False,['Ġact'],['Ġdrama'],1,1,49.780586,55.9744,52.860184,57.41884,54.561638,59.955654,55.26083,3.4260145e-05,0.016777536,0.00074514607,0.07112791,0.0040848264,0.89901114,0.008219186,0.60586107,15,4,Ġmajor,Ġpart,Ġcoordinated,Ġequivalent,Ġrandom,major,Ġsubclass,ĠMajor,Ġof,Ġminor,part,Ġin,Ġcomparable,Ġsignificant
2,hyp,Ġsubclass,5,r-hyp,Ġmajor,create,build,3.77,False,['Ġcreate'],['Ġbuild'],1,1,49.38774,55.440117,57.64556,51.684982,56.257202,54.78162,55.56167,0.00016788954,0.07137351,0.64766335,0.0016699473,0.16158187,0.03694498,0.080598354,1.5887462,6,12,Ġsubclass,Ġrandom,Ġequivalent,Ġcoordinated,Ġmajor,Ġpart,Ġnew,Ġcontrary,Ġcoordinate,Ġsimilar,Ġa,Ġcustom,Ġarbitrary,Ġcomparable
2,hyp,Ġsubclass,2,hyp,Ġsubclass,grab,take,4.5,True,['Ġgrab'],['Ġtake'],1,1,48.805576,53.093834,55.999138,48.766396,53.901634,51.70034,52.34785,0.0006166608,0.04491723,0.8206736,0.0005929668,0.10074794,0.011148755,0.021302797,0.9722045,8,44,Ġsubclass,Ġrandom,Ġcoordinated,Ġequivalent,Ġmajor,Ġcontrary,Ġpart,Ġcoordinate,Ġunrelated,Ġmain,major,Ġdifferent,Ġrelated,Ġvariant
5,r-hyp,Ġmajor,4,no-rel,Ġrandom,procedure,tear,0.08,False,['Ġprocedure'],['Ġtear'],1,1,49.483143,54.270206,50.928055,49.070885,56.028736,56.42295,54.693825,0.00049072225,0.05886146,0.002081388,0.00032493335,0.3416259,0.50670594,0.089909606,1.6070303,4,9,Ġmajor,Ġrandom,Ġequivalent,Ġcoordinated,Ġsubclass,Ġcontrary,Ġpart,Ġlarge,ĠMajor,Ġsignificant,Ġmassive,major,Ġunrelated,Ġbig
4,no-rel,Ġrandom,4,no-rel,Ġrandom,snail,courage,0.15,True,['Ġsnail'],['Ġcourage'],1,1,51.16561,53.66528,53.89181,50.837017,58.62305,52.215588,53.39353,0.0005636925,0.0068649016,0.008610252,0.00040582198,0.9767131,0.0016107983,0.0052313744,0.20684817,3,1,Ġrandom,Ġsubclass,Ġcoordinated,Ġequivalent,Ġmajor,Ġcontrary,Ġpart,random,Ġrandomized,Ġunrelated,ĠRandom,Ġrandomly,Ġdifferent,Ġspontaneous
2,hyp,Ġsubclass,2,hyp,Ġsubclass,medicine,drug,3.83,True,['Ġmedicine'],['Ġdrug'],1,1,51.436302,55.73183,58.99968,53.05049,49.958767,52.715393,55.82905,0.00047837303,0.035098694,0.9215093,0.0024032565,0.00010916446,0.0017189719,0.038682275,0.50320023,5,3,Ġsubclass,Ġequivalent,Ġcoordinated,Ġpart,Ġmajor,Ġcontrary,Ġrelated,Ġrandom,Ġcoordinate,Ġsimilar,Ġother,Ġor,Ġcoordination,Ġclass
2,hyp,Ġsubclass,6,syn,Ġequivalent,speech,language,3.67,False,['Ġspeech'],['Ġlanguage'],1,1,49.57556,55.064747,62.02224,57.47659,50.813385,52.321896,56.75045,3.865896e-06,0.00093577855,0.98349875,0.010438134,1.3329998e-05,6.0251507e-05,0.0050496897,0.14138478,8,6,Ġsubclass,Ġpart,Ġequivalent,Ġcoordinated,Ġmajor,Ġcoordinate,Ġrelated,Ġrandom,part,Ġcomponent,Ġcoordination,Ġclass,Ġother,Ġgroup
1,cohyp,Ġcoordinated,1,cohyp,Ġcoordinated,traitor,thief,1.58,True,['Ġtraitor'],['Ġthief'],1,1,54.0969,56.6348,56.319954,51.607876,53.489964,56.60061,56.546207,0.021130655,0.26736742,0.19515182,0.0017536506,0.011516577,0.25838035,0.24469958,2.1781056,2,1,Ġcoordinated,Ġmajor,Ġequivalent,Ġsubclass,Ġcontrary,Ġrandom,Ġpart,Ġunrelated,Ġor,Ġsimilar,Ġcomparable,Ġminor,Ġsignificant,Ġcoordinate
2,hyp,Ġsubclass,2,hyp,Ġsubclass,maroon,color,5.9,True,"['Ġmar', 'oon']",['Ġcolor'],2,1,48.06428,56.803543,63.9372,52.641506,52.246693,50.119392,54.492195,1.276702e-07,0.00079708145,0.99910223,1.241518e-05,8.365419e-06,9.968112e-07,7.901272e-05,0.010942292,6,15,Ġsubclass,Ġcoordinated,Ġequivalent,Ġcoordinate,Ġpart,Ġrandom,Ġmajor,Ġrelated,Ġsecondary,Ġgroup,Ġclass,Ġprimary,Ġcoordination,Ġcoded
2,hyp,Ġsubclass,6,syn,Ġequivalent,existence,being,4.69,False,['Ġexistence'],['Ġbeing'],1,1,53.386524,55.666218,59.092243,53.682602,53.077545,55.26843,56.871834,0.0028358137,0.02771635,0.8523932,0.0038129634,0.0020820436,0.01861995,0.09253977,0.8377294,2,15,Ġsubclass,Ġequivalent,Ġcoordinated,Ġmajor,Ġpart,Ġcontrary,Ġrandom,Ġcoordinate,Ġrelated,Ġor,Ġof,Ġunrelated,Ġsimilar,Ġcomparable
2,hyp,Ġsubclass,2,hyp,Ġsubclass,wound,injury,5.46,True,['Ġwound'],['Ġinjury'],1,1,53.786922,56.091675,63.093002,53.91362,54.545876,53.20949,58.66258,8.968097e-05,0.0008987554,0.9869142,0.0001017945,0.00019156202,5.03414e-05,0.011753597,0.10883965,14,5,Ġsubclass,Ġequivalent,Ġcoordinated,Ġrandom,Ġpart,Ġcontrary,Ġrelated,Ġsimilar,Ġmajor,Ġother,Ġtype,Ġcomparable,Ġclass,Ġcoordinate
1,cohyp,Ġcoordinated,1,cohyp,Ġcoordinated,mussel,scallop,2.85,True,"['Ġmus', 'sel']","['Ġsc', 'all', 'op']",2,3,50.17106,57.371048,56.077984,53.942894,51.660908,53.762604,55.915924,0.00047511383,0.6363753,0.17463958,0.020648332,0.0021078074,0.01724193,0.14851183,1.5037916,2,9,Ġcoordinated,Ġsubclass,Ġequivalent,Ġpart,Ġmajor,Ġrandom,Ġcontrary,Ġor,Ġsimilar,Ġcoordinate,Ġcomparable,Ġrelated,Ġcoordination,","
1,cohyp,Ġcoordinated,1,cohyp,Ġcoordinated,back,shoulder,1.69,True,['Ġback'],['Ġshoulder'],1,1,53.119804,56.49306,51.80051,55.873047,56.43494,53.241882,53.69098,0.013061573,0.38105026,0.0034916718,0.20498095,0.35953465,0.014757516,0.023123495,1.8553488,28,8,Ġcoordinated,Ġrandom,Ġpart,Ġequivalent,Ġmajor,Ġcontrary,Ġside,Ġsubclass,Ġopposite,Ġthe,part,Ġof,Ġright,Ġcoordinate
6,syn,Ġequivalent,5,r-hyp,Ġmajor,destroy,kill,3.92,False,['Ġdestroy'],['Ġkill'],1,1,53.090576,55.217857,56.039894,49.46882,52.895473,54.1853,56.10382,0.018983936,0.15931356,0.36245888,0.00050754775,0.015619035,0.056730717,0.38638633,1.9256454,4,17,Ġequivalent,Ġsubclass,Ġcoordinated,Ġmajor,Ġcontrary,Ġrandom,Ġpart,Ġcoordinate,Ġsimultaneous,Ġor,Ġcomparable,Ġrelated,Ġsuperior,Ġunrelated
2,hyp,Ġsubclass,2,hyp,Ġsubclass,pony,horse,4.75,True,['Ġpony'],['Ġhorse'],1,1,54.531563,58.157722,60.094852,58.20788,51.807133,53.468636,58.06801,0.0026773515,0.10058345,0.6979292,0.10575693,0.00017559026,0.0009248727,0.091952644,1.3891618,5,6,Ġsubclass,Ġpart,Ġcoordinated,Ġequivalent,Ġcontrary,Ġsimilar,Ġor,Ġmajor,Ġrandom,Ġrelated,Ġother,Ġcoordinate,Ġtype,Ġclass
2,hyp,Ġsubclass,3,mero,Ġpart,sandwich,meal,4.31,False,['Ġsandwich'],['Ġmeal'],1,1,51.0587,56.177654,62.101254,56.28405,55.055794,54.264294,58.08461,1.5616322e-05,0.0026104306,0.97566026,0.0029034826,0.00085014757,0.0003852567,0.017574886,0.19731402,3,3,Ġsubclass,Ġequivalent,Ġpart,Ġcoordinated,Ġrandom,Ġmajor,Ġrelated,Ġsimilar,Ġother,Ġcoordinate,Ġcontrary,Ġsubset,Ġclass,Ġcomparable
2,hyp,Ġsubclass,2,hyp,Ġsubclass,foe,adversary,4.86,True,['Ġfoe'],['Ġadversary'],1,1,53.502197,54.85991,59.499374,53.24704,51.77649,57.32173,58.19676,0.0017759923,0.006903794,0.71446675,0.0013760291,0.00031621003,0.08095501,0.19420616,1.1818736,2,1,Ġsubclass,Ġequivalent,Ġmajor,Ġcoordinated,Ġcontrary,Ġpart,Ġcomparable,Ġsimilar,Ġrandom,Ġor,Ġprincipal,Ġother,Ġrelated,Ġclass
2,hyp,Ġsubclass,2,hyp,Ġsubclass,shatter,break,5.15,True,['Ġshatter'],['Ġbreak'],1,1,51.880962,56.199226,57.498528,50.765068,52.69613,54.128784,56.112553,0.002313971,0.17368253,0.63684756,0.0007581082,0.0052285376,0.021906579,0.15926276,1.4638417,3,75,Ġsubclass,Ġcoordinated,Ġequivalent,Ġmajor,Ġrandom,Ġcontrary,Ġcoordinate,Ġor,Ġpart,Ġrelated,Ġsimilar,Ġsignificant,Ġcoordination,Ġcomparable
2,hyp,Ġsubclass,2,hyp,Ġsubclass,job,activity,4.77,True,['Ġjob'],['Ġactivity'],1,1,51.887463,55.251495,62.094376,53.067177,54.156414,53.41204,57.458797,3.6496327e-05,0.0010549455,0.98867863,0.00011873876,0.00035289236,0.00016763512,0.009590674,0.09920581,17,6,Ġsubclass,Ġequivalent,Ġcoordinated,Ġrandom,Ġmajor,Ġpart,Ġrelated,Ġcontrary,Ġclass,Ġcoordinate,Ġgroup,Ġspecific,related,Ġcoordinating
2,hyp,Ġsubclass,2,hyp,Ġsubclass,rum,alcohol,5.62,True,['Ġrum'],['Ġalcohol'],1,1,50.222816,55.345356,62.007923,53.41804,53.349785,50.96619,55.59189,7.5921375e-06,0.0012736635,0.9967147,0.00018536705,0.00017313672,1.5966409e-05,0.0016297554,0.036919232,3,2,Ġsubclass,Ġequivalent,Ġcoordinated,Ġpart,Ġrandom,Ġrelated,Ġother,Ġmajor,Ġclass,Ġcoordinate,Ġsimilar,Ġcontrary,Ġtype,Ġderivative
2,hyp,Ġsubclass,2,hyp,Ġsubclass,smother,kill,4.4,True,"['Ġsm', 'other']",['Ġkill'],2,1,51.845726,57.07117,59.347218,51.050262,55.62851,52.36374,56.6846,0.00046081239,0.08568524,0.834412,0.00020799779,0.020247255,0.0007735606,0.058213107,0.89004064,7,17,Ġsubclass,Ġcoordinated,Ġequivalent,Ġrandom,Ġmajor,Ġcontrary,Ġpart,Ġcoordinate,Ġrelated,Ġsimilar,Ġunrelated,Ġcoordination,Ġsimultaneous,Ġsequential
