pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target
3,sibl,3,sibl,pea,ornamental,True,"['Ġpe', 'a']","['Ġorn', 'amental']",2,2,8.699438e-06,3.6839694e-05,6.7761957e-06,0.99994767,0.00088068517,3,2
3,sibl,3,sibl,gooseberry,manzanita,True,"['Ġgoose', 'berry']","['Ġman', 'zan', 'ita']",2,3,8.98229e-06,2.854446e-05,7.5002763e-06,0.99995494,0.00077411433,2,2
3,sibl,3,sibl,yak,wisent,True,['Ġyak'],"['Ġw', 'is', 'ent']",1,3,1.2227101e-05,5.0435952e-05,6.3112766e-06,0.999931,0.0011280309,3,1
3,sibl,3,sibl,hazelnut,oak,True,"['Ġhaz', 'el', 'nut']",['Ġoak'],3,1,6.8582885e-06,3.1297182e-05,1.7007449e-05,0.9999448,0.00093496084,2,2
0,false,0,false,camel,bouquet,True,['Ġcamel'],"['Ġbou', 'quet']",1,2,0.9999833,5.5871255e-06,7.732155e-06,3.351152e-06,0.0003138142,1,2
0,false,0,false,caribou,carina,True,"['Ġcar', 'ib', 'ou']","['Ġcar', 'ina']",3,2,0.999982,6.4693886e-06,6.5054946e-06,4.956441e-06,0.0003368349,1,2
1,hypo,1,hypo,finch,bird,True,"['Ġfin', 'ch']",['Ġbird'],2,1,8.477254e-06,0.9999536,2.0710973e-05,1.7218388e-05,0.0008044642,1,6
2,mero,2,mero,motorcar,first,True,"['Ġmotor', 'car']",['Ġfirst'],2,1,0.00012096576,5.853629e-05,0.99978954,3.1020925e-05,0.003165536,1,16
3,sibl,3,sibl,shark,mole,True,['Ġshark'],['Ġmole'],1,1,1.494643e-05,6.845406e-05,6.173875e-06,0.9999105,0.0014226114,5,6
0,false,0,false,refinery,aerobe,True,['Ġrefinery'],"['Ġaer', 'obe']",1,2,0.999979,3.1734105e-06,3.8589055e-06,1.3996978e-05,0.00038332347,1,1
3,sibl,3,sibl,chive,vetch,True,"['Ġch', 'ive']","['Ġvet', 'ch']",2,2,9.674664e-06,3.0095693e-05,6.5151703e-06,0.99995375,0.0007921638,1,1
0,false,0,false,refinery,ringlet,True,['Ġrefinery'],"['Ġring', 'let']",1,2,0.9999795,3.213714e-06,3.7876885e-06,1.3448848e-05,0.000374071,1,4
0,false,0,false,gorilla,flintlock,True,['Ġgorilla'],"['Ġfl', 'int', 'lock']",1,3,0.9999852,4.143744e-06,6.1965643e-06,4.3632544e-06,0.0002802265,1,2
0,false,0,false,refinery,banksia,True,['Ġrefinery'],"['Ġbanks', 'ia']",1,2,0.99996626,3.724328e-06,4.1041717e-06,2.6014177e-05,0.00058565574,1,1
2,mero,2,mero,hazelnut,cob,True,"['Ġhaz', 'el', 'nut']",['Ġcob'],3,1,8.547294e-05,0.00069506466,0.99915326,6.625536e-05,0.010587524,2,4
0,false,0,false,refinery,kansa,True,['Ġrefinery'],"['Ġk', 'ans', 'a']",1,3,0.99997866,3.1136362e-06,4.4264875e-06,1.3811559e-05,0.00038943964,1,2
0,false,0,false,mint,porcellio,True,['Ġmint'],"['Ġpor', 'cell', 'io']",1,3,0.9999858,4.075234e-06,4.5890106e-06,5.657724e-06,0.00027360398,8,1
0,false,0,false,hemipteran,peplus,True,"['Ġhem', 'ip', 'ter', 'an']","['Ġpe', 'plus']",4,2,0.9999795,5.0094854e-06,1.2013842e-05,3.4311622e-06,0.00037643325,1,1
3,sibl,3,sibl,sainfoin,caraway,True,"['Ġs', 'ain', 'fo', 'in']","['Ġcar', 'away']",4,2,9.615622e-06,3.1294123e-05,6.182557e-06,0.9999529,0.0008034437,1,2
1,hypo,1,hypo,falcon,vertebrate,True,"['Ġfal', 'con']","['Ġverte', 'brate']",2,2,1.1082244e-05,0.99995077,2.1742659e-05,1.6407635e-05,0.00085103454,2,2
3,sibl,3,sibl,eelgrass,camass,True,"['Ġe', 'el', 'grass']","['Ġcam', 'ass']",3,2,8.394774e-06,4.390321e-05,8.401574e-06,0.9999393,0.0010062607,2,2
0,false,0,false,roundworm,plating,True,"['Ġround', 'worm']","['Ġpl', 'ating']",2,2,0.9999839,5.1693546e-06,6.102291e-06,4.8651473e-06,0.00030557014,2,4
1,hypo,1,hypo,holly,plant,True,"['Ġh', 'olly']",['Ġplant'],2,1,7.802621e-06,0.9999536,2.079588e-05,1.78721e-05,0.00080478645,2,10
3,sibl,3,sibl,dogbane,lupine,True,"['Ġdog', 'bane']","['Ġl', 'up', 'ine']",2,3,9.524194e-06,3.437863e-05,5.860187e-06,0.9999503,0.00084220275,1,2
3,sibl,3,sibl,pyracantha,sumac,True,"['Ġp', 'yr', 'ac', 'antha']","['Ġsum', 'ac']",4,2,7.5271564e-06,3.7429643e-05,7.485058e-06,0.99994755,0.0008816509,1,2
0,false,0,false,refinery,patten,True,['Ġrefinery'],"['Ġp', 'atten']",1,2,0.9999784,3.1780091e-06,3.6924453e-06,1.466116e-05,0.00039114515,1,1
3,sibl,3,sibl,rosemary,chamomile,True,"['Ġrose', 'mary']","['Ġch', 'am', 'om', 'ile']",2,4,8.723746e-06,3.41845e-05,6.827042e-06,0.9999503,0.0008426573,2,1
0,false,0,false,refinery,shaker,True,['Ġrefinery'],"['Ġsh', 'aker']",1,2,0.99997866,3.03624e-06,4.0980626e-06,1.426116e-05,0.00038951985,1,3
0,false,0,false,refinery,synapsid,True,['Ġrefinery'],"['Ġsyn', 'aps', 'id']",1,3,0.9999696,8.487419e-06,5.2211494e-06,1.6680833e-05,0.0005432016,1,1
3,sibl,3,sibl,wheatgrass,taro,True,"['Ġwheat', 'grass']","['Ġt', 'aro']",2,2,8.868498e-06,3.6345937e-05,8.027961e-06,0.9999467,0.00089753704,1,3
3,sibl,3,sibl,mudskipper,mule,True,"['Ġmud', 'ski', 'pper']","['Ġm', 'ule']",3,2,1.45550675e-05,6.115512e-05,6.30474e-06,0.999918,0.0013171055,1,2
0,false,0,false,refinery,airgun,True,['Ġrefinery'],"['Ġair', 'gun']",1,2,0.999979,3.0326673e-06,3.9325582e-06,1.4114239e-05,0.00038406128,1,1
0,false,0,false,mint,neutron,True,['Ġmint'],['Ġneutron'],1,1,0.99998474,4.4883136e-06,3.9991755e-06,6.6515227e-06,0.00028768313,8,1
0,false,0,false,balloon,bungler,True,['Ġballoon'],"['Ġbung', 'ler']",1,2,0.9996032,9.666736e-06,0.00038263234,4.510162e-06,0.0051570055,4,1
1,hypo,1,hypo,lemming,vertebrate,True,"['Ġle', 'm', 'ming']","['Ġverte', 'brate']",3,2,1.0340214e-05,0.99995255,2.0794272e-05,1.6318792e-05,0.00082263787,1,2
0,false,0,false,refinery,anglophobe,True,['Ġrefinery'],"['Ġang', 'l', 'oph', 'obe']",1,4,0.9999808,3.1683148e-06,4.032594e-06,1.186211e-05,0.00035176188,1,1
1,hypo,1,hypo,cock,chicken,True,['Ġcock'],['Ġchicken'],1,1,7.905924e-06,0.99993503,3.2813612e-05,2.4309777e-05,0.0010892869,8,5
0,false,0,false,refinery,clocksmith,True,['Ġrefinery'],"['Ġclocks', 'mith']",1,2,0.99997556,3.3111462e-06,3.6538008e-06,1.7345277e-05,0.00043567378,1,1
0,false,0,false,mint,xy,True,['Ġmint'],"['Ġx', 'y']",1,2,0.99998426,5.164266e-06,6.6651205e-06,3.9563606e-06,0.0002991862,8,1
1,hypo,1,hypo,salmon,salmonid,True,['Ġsalmon'],"['Ġsalmon', 'id']",1,2,7.73956e-06,0.99993634,3.4230314e-05,2.1735463e-05,0.0010677066,5,1
3,sibl,3,sibl,willow,teak,True,"['Ġwill', 'ow']","['Ġte', 'ak']",2,2,9.152227e-06,3.0066865e-05,7.846792e-06,0.9999529,0.0008058423,2,2
0,false,0,false,mint,unitard,True,['Ġmint'],"['Ġunit', 'ard']",1,2,0.9999858,4.230079e-06,5.0072244e-06,4.9996756e-06,0.0002721844,8,1
3,sibl,3,sibl,arnica,galax,True,"['Ġar', 'n', 'ica']","['Ġgal', 'ax']",3,2,9.011689e-06,3.2033935e-05,6.485592e-06,0.99995244,0.0008096102,3,1
3,sibl,3,sibl,gorilla,whippet,True,['Ġgorilla'],"['Ġwh', 'ipp', 'et']",1,3,1.4848963e-05,3.9736937e-05,5.6555646e-06,0.9999398,0.0010045231,1,1
0,false,0,false,tarsier,casque,True,"['Ġt', 'ars', 'ier']","['Ġcas', 'que']",3,2,0.99997056,1.21843295e-05,1.0888806e-05,6.494696e-06,0.0005329956,1,1
3,sibl,3,sibl,ornamental,oleander,True,"['Ġorn', 'amental']","['Ġo', 'le', 'ander']",2,3,8.728441e-06,4.8191097e-05,6.0162315e-06,0.99993706,0.001032933,2,1
0,false,0,false,beef,captaincy,True,['Ġbeef'],"['Ġcaptain', 'cy']",1,2,0.99998343,4.4939097e-06,8.336918e-06,3.6528018e-06,0.0003102013,4,1
0,false,0,false,mint,tunnel,True,['Ġmint'],['Ġtunnel'],1,1,0.9999851,4.2399383e-06,4.447411e-06,6.198023e-06,0.00028346316,8,4
0,false,0,false,refinery,varro,True,['Ġrefinery'],"['Ġvar', 'ro']",1,2,0.99996567,3.762471e-06,3.6508807e-06,2.6851922e-05,0.0005909266,1,1
0,false,0,false,refinery,gramma,True,['Ġrefinery'],"['Ġgram', 'ma']",1,2,0.99998,3.4183997e-06,3.8275243e-06,1.272512e-05,0.00036660532,1,1
1,hypo,1,hypo,terrapin,animal,True,"['Ġter', 'rap', 'in']",['Ġanimal'],3,1,9.0051135e-06,0.999954,1.48537765e-05,2.1996679e-05,0.00079563644,1,2
0,false,0,false,hogg,kaleidoscope,True,"['Ġh', 'ogg']","['Ġkale', 'id', 'oscope']",2,3,0.99998343,5.807421e-06,7.030459e-06,3.66606e-06,0.00031137813,2,2
3,sibl,3,sibl,safflower,rice,True,"['Ġsa', 'ff', 'lower']",['Ġrice'],3,1,8.6227465e-06,3.0050769e-05,7.0153797e-06,0.99995434,0.0007824724,1,5
0,false,0,false,refinery,disposal,True,['Ġrefinery'],['Ġdisposal'],1,1,0.999972,3.5553858e-06,3.4787765e-06,2.0987212e-05,0.000493998,1,4
0,false,0,false,siphonophore,clothespin,True,"['Ġsiph', 'on', 'oph', 'ore']","['Ġclothes', 'pin']",4,2,0.99998534,4.232926e-06,4.795591e-06,5.641251e-06,0.00027980682,1,1
0,false,0,false,ferry,roomer,True,['Ġferry'],"['Ġroom', 'er']",1,2,0.99998343,4.0781556e-06,8.524186e-06,3.9182714e-06,0.0003107581,5,1
0,false,0,false,mollusk,seabag,True,"['Ġm', 'oll', 'usk']","['Ġse', 'ab', 'ag']",3,3,0.9938875,3.1734842e-05,0.0060682045,1.2582528e-05,0.05415992,1,1
3,sibl,3,sibl,kenaf,indigo,True,"['Ġk', 'en', 'af']","['Ġind', 'igo']",3,2,7.4452396e-06,3.80974e-05,6.889544e-06,0.99994755,0.0008799059,2,4
0,false,0,false,refinery,gymnosperm,True,['Ġrefinery'],"['Ġgymn', 'os', 'perm']",1,3,0.9999634,5.50293e-06,5.540566e-06,2.5576473e-05,0.0006358528,1,1
0,false,0,false,refinery,deadeye,True,['Ġrefinery'],"['Ġde', 'ade', 'ye']",1,3,0.99997663,3.2672722e-06,3.9672796e-06,1.6249798e-05,0.0004231294,1,2
3,sibl,3,sibl,crane,owl,True,['Ġcrane'],['Ġowl'],1,1,1.0450228e-05,0.00014979807,8.925317e-06,0.99983084,0.002469782,6,1
3,sibl,3,sibl,pea,guar,True,"['Ġpe', 'a']","['Ġgu', 'ar']",2,2,1.0043371e-05,3.589737e-05,5.927754e-06,0.99994814,0.00087454665,3,1
0,false,0,false,elk,glass,True,"['Ġel', 'k']",['Ġglass'],2,1,0.99998426,5.543144e-06,5.62406e-06,4.6653035e-06,0.0003003656,3,12
0,false,0,false,camel,electrodynamometer,True,['Ġcamel'],"['Ġelect', 'rod', 'ynam', 'ometer']",1,4,0.9999852,3.949684e-06,6.5536888e-06,4.278356e-06,0.00028137394,1,1
3,sibl,3,sibl,gorilla,wisent,True,['Ġgorilla'],"['Ġw', 'is', 'ent']",1,3,1.1958806e-05,4.5789566e-05,6.2501595e-06,0.999936,0.0010559869,1,1
0,false,0,false,ascidian,cathode,True,"['Ġasc', 'idian']","['Ġcath', 'ode']",2,2,0.9999827,6.4674746e-06,4.2758115e-06,6.507386e-06,0.00032480562,1,2
0,false,0,false,silkworm,waft,True,"['Ġsilk', 'worm']","['Ġwa', 'ft']",2,2,0.9999831,6.266282e-06,6.319297e-06,4.2765478e-06,0.00031805993,2,3
3,sibl,3,sibl,bindweed,allamanda,True,"['Ġbind', 'weed']","['Ġall', 'am', 'anda']",2,3,7.839361e-06,3.8810114e-05,6.626545e-06,0.9999467,0.0008925276,1,1
3,sibl,3,sibl,soursop,pinon,True,"['Ġs', 'ours', 'op']","['Ġpin', 'on']",3,2,7.972188e-06,3.2375607e-05,8.453305e-06,0.99995124,0.00083068997,2,1
0,false,0,false,mint,maoi,True,['Ġmint'],"['Ġm', 'ao', 'i']",1,3,0.99998474,5.0655467e-06,4.742173e-06,5.4707043e-06,0.0002906181,8,1
0,false,0,false,mint,antipsychotic,True,['Ġmint'],"['Ġantip', 'sych', 'otic']",1,3,0.999985,4.652679e-06,4.3814002e-06,5.9158133e-06,0.00028472854,8,1
0,false,0,false,refinery,mailboat,True,['Ġrefinery'],"['Ġmail', 'boat']",1,2,0.9999777,3.1055997e-06,3.859449e-06,1.5406717e-05,0.0004048527,1,1
3,sibl,3,sibl,stonecrop,snowberry,True,"['Ġstone', 'crop']","['Ġsnow', 'berry']",2,2,5.134318e-06,5.711047e-05,2.3606604e-05,0.99991417,0.0013819061,1,1
0,false,0,false,mint,hydroplane,True,['Ġmint'],"['Ġhydro', 'plane']",1,2,0.999985,3.921178e-06,4.255331e-06,6.7769524e-06,0.00028430062,8,3
3,sibl,3,sibl,alstroemeria,duckweed,True,"['Ġal', 'stro', 'em', 'eria']","['Ġduck', 'weed']",4,2,7.939489e-06,4.2624368e-05,6.5301224e-06,0.9999429,0.00094818906,1,1
3,sibl,3,sibl,sesame,licorice,True,"['Ġs', 'esame']","['Ġlic', 'or', 'ice']",2,3,7.882353e-06,3.0913154e-05,7.89314e-06,0.99995327,0.0007978781,1,2
0,false,0,false,ephemeropteran,duplicator,True,"['Ġep', 'hemer', 'opter', 'an']","['Ġdupl', 'icator']",4,2,0.9999846,5.4194356e-06,5.179914e-06,4.9457876e-06,0.0002952856,1,1
3,sibl,3,sibl,rhubarb,arnica,True,"['Ġrh', 'ub', 'arb']","['Ġar', 'n', 'ica']",3,3,8.008289e-06,3.250036e-05,7.472602e-06,0.99995196,0.00081661437,2,3
1,hypo,1,hypo,mouse,mammal,True,['Ġmouse'],['Ġmammal'],1,1,1.0204476e-05,0.9999535,2.0091533e-05,1.6150361e-05,0.0008067523,6,1
0,false,0,false,sheep,buhl,True,['Ġsheep'],"['Ġbu', 'hl']",1,2,0.9999219,8.603081e-06,6.390985e-05,5.5977803e-06,0.0012455632,3,1
0,false,0,false,bat,cork,True,['Ġbat'],"['Ġc', 'ork']",1,2,0.9999807,5.6674585e-06,1.0384481e-05,3.1866355e-06,0.00035657012,10,7
3,sibl,3,sibl,licorice,carrot,True,"['Ġlic', 'or', 'ice']",['Ġcarrot'],3,1,1.01848955e-05,2.8703405e-05,6.5047025e-06,0.9999546,0.0007795877,2,4
3,sibl,3,sibl,rush,tulip,True,['Ġrush'],"['Ġtul', 'ip']",1,2,8.619273e-06,3.3954228e-05,6.376684e-06,0.999951,0.0008297477,16,1
0,false,0,false,burro,stipule,True,"['Ġbur', 'ro']","['Ġstip', 'ule']",2,2,0.999985,4.8621605e-06,5.2094765e-06,4.87208e-06,0.000284807,1,1
3,sibl,3,sibl,tern,swordfish,True,"['Ġter', 'n']","['Ġsword', 'fish']",2,2,1.3237409e-05,4.9342863e-05,6.860414e-06,0.9999305,0.001138306,1,2
3,sibl,3,sibl,chelonian,swallow,True,"['Ġche', 'lon', 'ian']",['Ġswallow'],3,1,1.17350155e-05,0.00023907775,1.0960239e-05,0.9997383,0.0036265012,2,11
0,false,0,false,crocodile,shoebox,True,"['Ġcrocod', 'ile']","['Ġsho', 'eb', 'ox']",2,3,0.9999851,4.2409415e-06,5.694828e-06,4.865761e-06,0.00028219074,1,2
1,hypo,1,hypo,ox,animal,True,['Ġox'],['Ġanimal'],1,1,1.03329685e-05,0.9999516,2.3090726e-05,1.4926618e-05,0.00083574076,2,2
3,sibl,3,sibl,seal,kite,True,['Ġseal'],"['Ġk', 'ite']",1,2,1.1492542e-05,6.117364e-05,6.035135e-06,0.9999213,0.0012629537,15,8
0,false,0,false,van,manpower,True,['Ġvan'],['Ġmanpower'],1,1,0.999982,4.0753584e-06,9.168944e-06,4.7542912e-06,0.00033644456,5,1
0,false,0,false,refinery,curlew,True,['Ġrefinery'],"['Ġcur', 'le', 'w']",1,3,0.999979,3.4296818e-06,5.2174996e-06,1.2305693e-05,0.00038479682,1,1
3,sibl,3,sibl,sumac,crowberry,True,"['Ġsum', 'ac']","['Ġcrow', 'berry']",2,2,6.7009055e-06,3.8598948e-05,8.792011e-06,0.9999459,0.0009068152,2,1
0,false,0,false,mint,crude,True,['Ġmint'],['Ġcrude'],1,1,0.99998474,4.7603744e-06,4.6192936e-06,5.880622e-06,0.00029023062,8,7
0,false,0,false,slug,federalization,True,['Ġslug'],"['Ġfederal', 'ization']",1,2,0.99998355,5.0047593e-06,7.0754445e-06,4.442745e-06,0.00031207502,10,2
3,sibl,3,sibl,pennyroyal,annual,True,"['Ġpenny', 'roy', 'al']",['Ġannual'],3,1,9.439364e-06,3.2373926e-05,6.3717225e-06,0.99995184,0.00081987557,2,4
1,hypo,1,hypo,pokeweed,plant,True,"['Ġpoke', 'weed']",['Ġplant'],2,1,7.3865062e-06,0.9999535,2.0647547e-05,1.8470097e-05,0.0008047708,1,10
3,sibl,3,sibl,pennyroyal,crocus,True,"['Ġpenny', 'roy', 'al']","['Ġcro', 'cus']",3,2,9.987172e-06,3.261391e-05,6.237315e-06,0.9999511,0.000830257,2,1
3,sibl,3,sibl,streetcar,forklift,True,['Ġstreetcar'],"['Ġfork', 'lift']",1,2,1.3458325e-05,4.9095728e-05,6.970138e-06,0.9999305,0.0011401928,1,1
0,false,0,false,tuna,horsecloth,True,['Ġtuna'],"['Ġhorse', 'cloth']",1,2,0.9999844,4.0650075e-06,7.352829e-06,4.202309e-06,0.0002957716,4,1
3,sibl,3,sibl,lemming,beaver,True,"['Ġle', 'm', 'ming']","['Ġbe', 'aver']",3,2,1.0784233e-05,6.430652e-05,6.732915e-06,0.9999182,0.001307044,1,8
0,false,0,false,tardigrade,gambrel,True,"['Ġt', 'ard', 'igr', 'ade']","['Ġgamb', 'rel']",4,2,0.9992756,0.00023834259,2.2500933e-05,0.00046356162,0.00939455,1,1
0,false,0,false,stingray,sclerometer,True,"['Ġsting', 'ray']","['Ġs', 'cler', 'ometer']",2,3,0.999984,4.5538072e-06,7.910286e-06,3.6216966e-06,0.0003035465,1,1
3,sibl,3,sibl,walrus,mudskipper,True,"['Ġwal', 'rus']","['Ġmud', 'ski', 'pper']",2,3,1.0563974e-05,4.9607323e-05,6.4860737e-06,0.99993336,0.0010918846,1,1
0,false,0,false,mint,coronal,True,['Ġmint'],"['Ġcor', 'onal']",1,2,0.9999857,4.142292e-06,4.9010605e-06,5.2183063e-06,0.0002726387,8,1
3,sibl,3,sibl,dock,rocket,True,['Ġdock'],['Ġrocket'],1,1,1.0494602e-05,3.786878e-05,5.4123993e-06,0.99994624,0.00090207485,12,7
0,false,0,false,porpoise,coupling,True,"['Ġpor', 'po', 'ise']",['Ġcoupling'],3,1,0.9999852,4.413248e-06,5.6834565e-06,4.645391e-06,0.00028107996,1,7
0,false,0,false,mint,silver,True,['Ġmint'],['Ġsilver'],1,1,0.9999844,5.4128022e-06,5.7681546e-06,4.5183792e-06,0.00029801263,8,12
3,sibl,3,sibl,eelgrass,cryptocoryne,True,"['Ġe', 'el', 'grass']","['Ġcryptoc', 'ory', 'ne']",3,3,7.2103453e-06,3.9387935e-05,7.081581e-06,0.99994636,0.0008980215,2,1
3,sibl,3,sibl,oleander,pea,True,"['Ġo', 'le', 'ander']","['Ġpe', 'a']",3,2,8.789283e-06,3.4647575e-05,6.28867e-06,0.9999503,0.00084136816,1,3
0,false,0,false,medusan,doorpost,True,"['Ġmed', 'us', 'an']","['Ġdoor', 'post']",3,2,0.99998474,4.0473506e-06,7.195132e-06,4.0902746e-06,0.0002908311,1,1
0,false,0,false,cockle,exode,True,"['Ġcock', 'le']","['Ġex', 'ode']",2,2,0.99998534,4.757709e-06,5.6323806e-06,4.3429172e-06,0.00028085263,4,1
3,sibl,3,sibl,firefly,rotifer,True,"['Ġfire', 'fly']","['Ġrot', 'ifer']",2,2,1.07652195e-05,0.000101309866,9.135556e-06,0.99987876,0.0018497612,2,1
0,false,0,false,mint,drain,True,['Ġmint'],['Ġdrain'],1,1,0.99998486,4.9995183e-06,4.322631e-06,5.881464e-06,0.00028927455,8,8
0,false,0,false,cormorant,aspirator,True,"['Ġc', 'orm', 'or', 'ant']","['Ġaspir', 'ator']",4,2,0.9999845,4.804009e-06,5.106298e-06,5.596203e-06,0.00029463432,1,1
0,false,0,false,refinery,ghat,True,['Ġrefinery'],"['Ġg', 'hat']",1,2,0.99998164,2.9495263e-06,4.985718e-06,1.0424599e-05,0.00034101182,1,1
3,sibl,3,sibl,flax,monarda,True,"['Ġfl', 'ax']","['Ġmon', 'ard', 'a']",2,3,8.694065e-06,4.4565328e-05,5.674768e-06,0.9999411,0.0009741464,2,1
3,sibl,3,sibl,trillium,chive,True,"['Ġtr', 'ill', 'ium']","['Ġch', 'ive']",3,2,9.375165e-06,3.3381144e-05,6.262807e-06,0.999951,0.0008319228,1,1
3,sibl,3,sibl,apricot,cacao,True,"['Ġapr', 'ic', 'ot']","['Ġcac', 'ao']",3,2,9.802692e-06,2.8522607e-05,6.8698123e-06,0.9999548,0.00077672815,3,1
2,mero,2,mero,ship,porthole,True,['Ġship'],"['Ġp', 'orth', 'ole']",1,3,0.00022267725,3.246295e-05,0.99971586,2.8951703e-05,0.0040320773,6,2
0,false,0,false,roach,triphammer,True,"['Ġro', 'ach']","['Ġtri', 'ph', 'am', 'mer']",2,4,0.9999832,5.722304e-06,7.665407e-06,3.4653983e-06,0.0003171922,7,1
0,false,0,false,mint,uranus,True,['Ġmint'],"['Ġur', 'anus']",1,2,0.99998546,4.5039073e-06,4.554365e-06,5.4894754e-06,0.00027771504,8,2
0,false,0,false,mint,screwtop,True,['Ġmint'],"['Ġscrew', 'top']",1,2,0.9999852,4.094929e-06,4.092005e-06,6.6514685e-06,0.00028242066,8,1
3,sibl,3,sibl,peacock,wasp,True,"['Ġpeac', 'ock']","['Ġwas', 'p']",2,2,9.952478e-06,0.00013441767,6.556028e-06,0.9998491,0.0022247199,2,2
3,sibl,3,sibl,cotton,saltwort,True,['Ġcotton'],"['Ġsalt', 'w', 'ort']",1,3,9.475842e-06,3.390528e-05,6.3709717e-06,0.9999503,0.00084323465,5,2
0,false,0,false,tick,cozenage,True,['Ġtick'],"['Ġco', 'zen', 'age']",1,3,0.9999846,4.699533e-06,6.8654067e-06,3.7699376e-06,0.00029095693,8,1
1,hypo,1,hypo,adder,diapsid,True,"['Ġadd', 'er']","['Ġdi', 'aps', 'id']",2,3,9.645785e-06,0.999954,1.809998e-05,1.817888e-05,0.00079842325,3,1
3,sibl,3,sibl,sassaby,impala,True,"['Ġs', 'ass', 'aby']","['Ġimp', 'ala']",3,2,1.0046897e-05,8.9168476e-05,7.0439287e-06,0.9998938,0.0016401872,1,1
0,false,0,false,pedicab,thimbleberry,True,"['Ġped', 'ic', 'ab']","['Ġth', 'imble', 'berry']",3,3,0.99998057,5.7743187e-06,1.0175773e-05,3.5173637e-06,0.00036117353,1,3
3,sibl,3,sibl,crayfish,shrimp,True,"['Ġcr', 'ay', 'fish']",['Ġshrimp'],3,1,3.6898884e-05,0.00025876393,0.00032438754,0.9993799,0.008280766,4,4
3,sibl,3,sibl,alstroemeria,lamb,True,"['Ġal', 'stro', 'em', 'eria']",['Ġlamb'],4,1,7.566253e-06,4.8237827e-05,6.9490397e-06,0.9999373,0.0010299523,1,6
1,hypo,1,hypo,ox,mammal,True,['Ġox'],['Ġmammal'],1,1,1.0550595e-05,0.99995077,2.3702689e-05,1.4850372e-05,0.0008476502,2,1
3,sibl,3,sibl,mesquite,jasmine,True,"['Ġmes', 'quite']","['Ġj', 'as', 'mine']",2,3,8.37187e-06,3.390701e-05,6.836128e-06,0.9999509,0.00083280535,1,1
0,false,0,false,caribe,coupler,True,"['Ġcar', 'ibe']","['Ġcou', 'pler']",2,2,0.9999845,3.9019055e-06,7.4462887e-06,4.1686126e-06,0.00029381397,1,1
0,false,0,false,marten,sabot,True,"['Ġmart', 'en']",['Ġsabot'],2,1,0.9999833,5.6698414e-06,5.5021897e-06,5.493706e-06,0.0003149346,1,2
3,sibl,3,sibl,platypus,zebra,True,"['Ġplat', 'yp', 'us']","['Ġz', 'ebra']",3,2,1.30691715e-05,4.80035e-05,5.617449e-06,0.99993336,0.0010948223,1,1
0,false,0,false,agouti,antibaryon,True,"['Ġag', 'out', 'i']","['Ġantib', 'ary', 'on']",3,3,0.99144965,0.0054509635,0.0029066897,0.00019275866,0.08014171,1,1
0,false,0,false,refinery,junkie,True,['Ġrefinery'],"['Ġjunk', 'ie']",1,2,0.9999702,3.5267929e-06,3.6322929e-06,2.2645201e-05,0.00052193995,1,2
0,false,0,false,refinery,johnston,True,['Ġrefinery'],"['Ġjohn', 'ston']",1,2,0.9999752,3.1627815e-06,3.892158e-06,1.7594626e-05,0.00044114364,1,1
0,false,0,false,refinery,pincer,True,['Ġrefinery'],"['Ġp', 'inc', 'er']",1,3,0.9999795,3.4327952e-06,3.8969993e-06,1.305439e-05,0.00037355637,1,2
0,false,0,false,refinery,sum,True,['Ġrefinery'],['Ġsum'],1,1,0.9999753,3.6173878e-06,3.60233e-06,1.7516391e-05,0.00044290512,1,8
3,sibl,3,sibl,angelica,rosemary,True,"['Ġangel', 'ica']","['Ġrose', 'mary']",2,2,8.3500445e-06,3.4834917e-05,7.036816e-06,0.9999498,0.00084958697,3,2
3,sibl,3,sibl,amarylli,pondweed,True,"['Ġam', 'ary', 'lli']","['Ġpond', 'weed']",3,2,8.48506e-06,3.7191978e-05,6.1178985e-06,0.99994814,0.00087088934,0,2
0,false,0,false,opossum,cheesecake,True,"['Ġop', 'oss', 'um']","['Ġchees', 'ecake']",3,2,0.99998426,5.8341657e-06,5.0089598e-06,4.8526376e-06,0.00029791013,2,2
0,false,0,false,game,layby,True,['Ġgame'],"['Ġlay', 'by']",1,2,0.9999852,3.8774e-06,6.5530453e-06,4.305468e-06,0.00028052795,14,1
0,false,0,false,mint,supertanker,True,['Ġmint'],"['Ġsuper', 'tank', 'er']",1,3,0.9999851,3.9331935e-06,4.230951e-06,6.7572378e-06,0.000283703,8,1
3,sibl,3,sibl,avocado,mango,True,['Ġavocado'],['Ġmango'],1,1,8.23895e-06,3.142032e-05,8.368694e-06,0.99995196,0.00081959035,3,2
0,false,0,false,tuna,horseflesh,True,['Ġtuna'],"['Ġhorse', 'f', 'lesh']",1,3,0.99996245,1.0430036e-05,1.6941765e-05,1.0257401e-05,0.0006654577,4,1
0,false,0,false,roebuck,hospital,True,"['Ġro', 'eb', 'uck']",['Ġhospital'],3,1,0.99998426,4.676997e-06,5.9283357e-06,5.1751963e-06,0.00029932786,1,2
0,false,0,false,mint,bacitracin,True,['Ġmint'],"['Ġb', 'ac', 'it', 'rac', 'in']",1,5,0.99998546,4.4320004e-06,4.6797018e-06,5.496647e-06,0.00027886848,8,1
