pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,event,5,random,random,apple,steal,False,['apple'],['steal'],1,1,3.8642887e-05,1.246338e-05,0.9958527,3.0399375e-05,7.448259e-06,0.00405828,0.03956604,2,5,event,random,attribute,minor,coordinated,part,act,game,risk,case,object,process
4,mero,part,4,mero,part,bed,frame,True,['bed'],['frame'],1,1,5.0466297e-06,2.923343e-06,0.007167022,0.0011694868,0.990704,0.0009515924,0.08549446,13,17,part,event,minor,random,section,end,parts,the,component,portion,volume,attribute
0,attri,attribute,0,attri,attribute,battleship,slow,True,['battleship'],['slow'],1,1,0.873313,7.2783114e-06,0.041197244,3.3040607e-05,6.50147e-05,0.085384496,0.66485745,1,11,attribute,random,event,part,characteristic,property,minor,feature,probability,variable,element,attributes
3,hyper,minor,3,hyper,minor,shovel,implement,True,['shovel'],['implement'],1,1,5.955469e-07,3.014997e-06,7.336e-05,0.99990594,4.1251425e-07,1.661251e-05,0.0014832966,5,4,minor,event,random,small,important,other,major,common,coordinated,social,simple,lesser
4,mero,part,4,mero,part,helicopter,windshield,True,['helicopter'],['windshield'],1,1,6.944503e-07,6.144807e-07,7.223538e-05,4.4954697e-07,0.999796,0.00013002468,0.0030028997,1,1,part,random,event,section,portion,parts,side,area,length,end,piece,point
0,attri,attribute,5,random,random,wrench,stout,False,"['wren', '##ch']",['stout'],2,1,0.95482844,2.107957e-07,3.395191e-05,4.345693e-05,6.122483e-06,0.045087826,0.26651165,7,5,attribute,random,minor,event,attributes,parameter,characteristic,part,variable,measure,property,character
5,random,random,5,random,random,snake,affordable,True,['snake'],['affordable'],1,1,8.726009e-07,1.1159702e-08,8.18758e-06,1.4953032e-07,6.807261e-08,0.9999908,0.00017463903,8,1,random,event,attribute,pick,minor,randomly,winner,part,game,computer,victim,author
4,mero,part,4,mero,part,scooter,colour,True,"['sc', '##oot', '##er']",['colour'],3,1,0.00093327166,2.1977298e-06,0.0050313473,0.00022408774,0.97676796,0.01704118,0.18380395,5,15,part,random,event,attribute,minor,component,change,kind,aspect,independent,portion,one
4,mero,part,4,mero,part,fox,snout,True,['fox'],['snout'],1,1,7.3498023e-07,8.9800416e-08,3.1354637e-05,1.0794889e-06,0.99990594,6.0775834e-05,0.0014944931,10,3,part,random,event,section,portion,parts,end,point,side,half,length,minor
4,mero,part,4,mero,part,pear,juice,True,['pear'],['juice'],1,1,5.124356e-06,9.967797e-08,0.0027144528,7.032168e-06,0.9972263,4.6968005e-05,0.02802515,2,4,part,event,random,portion,content,minor,volume,attribute,component,section,amount,parts
0,attri,attribute,0,attri,attribute,sword,old,True,['sword'],['old'],1,1,0.99928844,1.4346976e-07,1.1160861e-05,1.3585104e-05,2.1704225e-06,0.0006845092,0.008669543,1,9,attribute,random,minor,event,attributes,characteristic,property,part,feature,key,variable,trait
1,coord,coordinated,1,coord,coordinated,cherry,grapefruit,True,['cherry'],"['grape', '##fr', '##uit']",1,3,2.0223911e-07,0.99996793,8.989014e-06,2.2373752e-05,2.9367334e-07,1.389476e-07,0.000556438,5,2,coordinated,minor,event,coordinate,coordination,relative,twin,unrelated,sister,similar,separate,partner
1,coord,coordinated,1,coord,coordinated,screwdriver,axe,True,"['screw', '##drive', '##r']",['axe'],3,1,9.2164744e-05,0.80106664,0.00089253735,2.8335657e-05,2.8877046e-06,0.19791743,0.72964275,2,3,coordinated,random,event,attribute,minor,coordination,coordinate,weapon,part,computer,game,same
2,event,event,2,event,event,stove,roast,True,['stove'],['roast'],1,1,2.4722394e-05,2.3690915e-05,0.99832517,7.515037e-06,0.0012634227,0.00035554086,0.019523177,4,5,event,part,random,attribute,coordinated,minor,process,time,and,heat,",",function
1,coord,coordinated,1,coord,coordinated,pineapple,coconut,True,"['pine', '##apple']",['coconut'],2,1,3.455635e-07,0.99995375,3.610519e-05,8.8097895e-06,7.3502235e-07,1.8410343e-07,0.0007739127,2,3,coordinated,event,minor,coordination,coordinate,twin,part,relative,similar,partner,unrelated,sister
5,random,random,5,random,random,scarf,essential,True,['scarf'],['essential'],1,1,0.0017879131,2.0806788e-06,0.0001538146,0.022602277,0.000121652185,0.9753323,0.17860976,5,6,random,minor,attribute,event,part,least,key,one,other,coordinated,subset,number
5,random,random,5,random,random,train,beast,True,['train'],['beast'],1,1,0.00011893958,3.598928e-05,0.00029373303,0.002492541,0.006429338,0.9906294,0.08735228,17,2,random,part,minor,event,attribute,coordinated,individual,kind,property,full,type,small
5,random,random,5,random,random,ambulance,wasp,True,['ambulance'],['wasp'],1,1,1.0867492e-06,2.0442445e-05,2.0280439e-05,1.8916197e-07,8.512869e-07,0.9999572,0.0007394493,1,2,random,coordinated,event,randomly,attribute,part,host,minor,spread,computer,messenger,work
2,event,event,2,event,event,musket,fight,True,"['mu', '##ske', '##t']",['fight'],3,1,8.808011e-06,2.6680356e-05,0.9991886,1.1016201e-05,1.1672648e-05,0.0007532096,0.009910418,1,9,event,random,coordinated,part,minor,attribute,game,cue,order,purpose,and,time
5,random,random,5,random,random,snake,earn,True,['snake'],['earn'],1,1,7.774914e-06,1.2613745e-07,0.0011837682,3.7570877e-07,1.1796685e-06,0.99880683,0.013395513,8,2,random,event,attribute,part,randomly,minor,average,computer,game,pick,winner,outcome
5,random,random,5,random,random,lime,far,True,['lime'],['far'],1,1,5.169362e-06,1.2457988e-07,6.834483e-05,1.4792486e-06,6.356692e-07,0.9999243,0.0011902523,8,10,random,event,attribute,minor,randomly,part,probability,coordinated,spread,average,other,constant
1,coord,coordinated,1,coord,coordinated,bus,tractor,True,['bus'],['tractor'],1,1,5.519313e-07,0.9999192,7.328021e-05,3.5123144e-06,3.4444722e-06,8.012694e-08,0.0012627032,7,2,coordinated,event,coordination,coordinate,minor,part,twin,coordinating,similar,identical,equivalent,partner
5,random,random,5,random,random,elephant,in-form,True,['elephant'],"['in', '-', 'form']",1,3,1.1255039e-05,6.04707e-07,0.00046224124,0.00017161174,0.00011917243,0.99923515,0.010121894,2,0,random,event,minor,part,attribute,coordinated,regular,individual,other,randomly,constant,person
2,event,event,2,event,event,beaver,drink,True,['beaver'],['drink'],1,1,1.0022513e-05,9.6678505e-06,0.99979466,1.7909711e-05,8.3670064e-05,8.4169624e-05,0.0031789402,8,10,event,random,part,minor,attribute,coordinated,process,and,act,person,object,the
3,hyper,minor,3,hyper,minor,carrot,food,True,['carrot'],['food'],1,1,3.171552e-05,1.4853464e-06,0.00075498904,0.9988716,1.2245831e-06,0.00033894926,0.013890893,4,3,minor,event,random,attribute,common,important,other,major,small,natural,regular,social
1,coord,coordinated,5,random,random,stereo,kit,False,['stereo'],['kit'],1,1,0.00063844444,0.69318724,0.022863042,0.0010172491,0.0958681,0.186426,1.2840616,3,4,coordinated,random,part,event,minor,attribute,kind,type,available,product,full,same
5,random,random,5,random,random,bomb,personalise,True,['bomb'],"['personal', '##ise']",1,2,3.788635e-05,1.1277868e-06,0.001551591,2.161978e-06,2.6116413e-06,0.9984048,0.017447272,5,1,random,event,attribute,part,minor,coordinated,key,randomly,computer,entropy,game,variable
1,coord,coordinated,1,coord,coordinated,eagle,swan,True,['eagle'],['swan'],1,1,9.685685e-07,0.99996555,2.11916e-05,1.1670099e-05,5.6921373e-08,5.434649e-07,0.0006019918,6,4,coordinated,event,minor,coordination,similar,coordinate,attribute,twin,relative,identical,unrelated,random
2,event,event,2,event,event,toaster,fix,True,"['toast', '##er']",['fix'],2,1,0.00026344112,1.8154049e-05,0.99936074,9.364982e-05,2.9467828e-05,0.0002347059,0.0088671725,2,17,event,attribute,random,minor,part,coordinated,process,state,step,and,function,act
5,random,random,5,random,random,broccoli,staff,True,"['bro', '##cco', '##li']",['staff'],3,1,2.3799414e-06,1.6359165e-05,0.00035738194,1.0086253e-05,0.008398484,0.99121547,0.07509487,2,8,random,part,event,coordinated,minor,attribute,round,regular,one,section,number,set
2,event,event,5,random,random,spade,support,False,['spade'],['support'],1,1,0.00029786112,3.7585025e-05,0.99654883,0.000981685,0.00032123338,0.0018129352,0.03906019,4,22,event,random,minor,part,attribute,coordinated,function,point,act,and,process,state
5,random,random,5,random,random,spade,rescuer,True,['spade'],"['rescue', '##r']",1,2,1.070701e-05,1.6065593e-06,6.242929e-05,5.428991e-07,1.3499305e-06,0.99992335,0.0012278842,4,2,random,event,attribute,coordinated,part,minor,probability,computer,randomly,pick,property,token
5,random,random,5,random,random,lion,innocent,True,['lion'],['innocent'],1,1,0.00061084307,4.2141757e-08,2.1697777e-05,9.018227e-06,4.779745e-07,0.999358,0.007946349,4,8,random,attribute,event,minor,randomly,part,innocent,pick,probability,least,variable,average
5,random,random,5,random,random,glider,look,True,['glider'],['look'],1,1,6.5265676e-06,1.7405249e-06,0.003134701,3.756489e-07,2.4751723e-06,0.9968541,0.0308038,1,14,random,event,attribute,part,coordinated,randomly,field,minor,computer,result,case,object
5,random,random,5,random,random,trout,rider,True,['trout'],['rider'],1,1,3.154379e-06,1.3440308e-07,0.00015105201,2.81813e-07,6.911162e-05,0.9997764,0.0032619576,2,4,random,event,part,attribute,minor,probability,randomly,coordinated,pick,participant,outcome,game
2,event,event,2,event,event,potato,bake,True,['potato'],"['ba', '##ke']",1,2,7.039026e-07,7.2052067e-06,0.9997093,5.677117e-06,1.1359123e-05,0.000265701,0.003998275,2,4,event,random,part,coordinated,minor,process,product,attribute,activity,and,step,site
2,event,event,2,event,event,gun,use,True,['gun'],['use'],1,1,2.3039458e-05,3.3838999e-06,0.9996296,0.00019756024,1.0049349e-05,0.00013648612,0.00530127,8,13,event,minor,random,attribute,part,coordinated,process,and,act,incident,time,","
1,coord,coordinated,1,coord,coordinated,cloak,mask,True,['cloak'],['mask'],1,1,1.8928005e-05,0.9740605,0.022696707,0.00081864564,0.0021253258,0.00027995117,0.19175313,5,9,coordinated,event,part,minor,random,coordination,coordinate,attribute,coordinating,separate,independent,partner
3,hyper,minor,3,hyper,minor,radish,food,True,"['ra', '##dis', '##h']",['food'],3,1,1.7416178e-05,4.2119447e-07,0.00029590158,0.99959654,2.402052e-06,8.728952e-05,0.0055567003,5,3,minor,event,random,attribute,important,common,small,major,other,part,the,natural
1,coord,coordinated,1,coord,coordinated,bear,elephant,True,['bear'],['elephant'],1,1,1.7147644e-06,0.9999864,9.732217e-06,1.7272232e-06,1.11128436e-07,3.8758165e-07,0.00025853817,15,2,coordinated,event,coordination,minor,attribute,similar,twin,coordinate,equivalent,identical,equal,partner
1,coord,coordinated,1,coord,coordinated,hawk,pigeon,True,['hawk'],['pigeon'],1,1,7.799306e-07,0.9999554,3.0161082e-05,1.198219e-05,1.3781915e-06,2.039567e-07,0.0007602451,6,1,coordinated,event,coordination,minor,coordinate,part,similar,attribute,identical,coordinating,relative,partner
5,random,random,5,random,random,shirt,disturb,True,['shirt'],['disturb'],1,1,3.5608048e-06,5.013142e-08,4.4932825e-05,2.0797431e-07,2.3547908e-07,0.999951,0.0007950623,2,5,random,event,attribute,randomly,part,minor,pick,coordinated,probability,result,average,computer
5,random,random,5,random,random,scarf,pay,True,['scarf'],['pay'],1,1,6.696311e-05,3.0487528e-05,0.34638944,1.1024216e-05,8.237814e-05,0.6534197,0.9336455,5,12,random,event,part,attribute,coordinated,minor,game,outcome,average,product,probability,cost
5,random,random,5,random,random,gun,demonstrate,True,['gun'],['demonstrate'],1,1,1.612682e-05,1.7645611e-06,0.0023158041,2.068513e-06,2.1472076e-06,0.99766207,0.024012107,8,4,random,event,attribute,part,minor,coordinated,outcome,result,computer,probability,field,randomly
2,event,event,2,event,event,battleship,shell,True,['battleship'],['shell'],1,1,1.377432e-05,4.9389964e-05,0.96825266,1.0576397e-05,0.027173994,0.0044996506,0.22259901,1,18,event,part,random,coordinated,attribute,minor,process,product,amount,kind,and,act
3,hyper,minor,1,coord,coordinated,moth,cockroach,False,['moth'],"['cock', '##ro', '##ach']",1,3,1.2364846e-05,0.06842931,0.00021398094,0.93132716,9.209895e-07,1.6308264e-05,0.36344892,1,1,minor,coordinated,event,social,small,similar,unrelated,random,attribute,natural,important,lesser
0,attri,attribute,0,attri,attribute,bowl,old,True,['bowl'],['old'],1,1,0.9995839,1.313326e-07,1.0040909e-05,1.0283533e-05,1.4633247e-06,0.0003942414,0.0054269843,12,9,attribute,random,minor,event,characteristic,attributes,property,part,variable,category,feature,trait
5,random,random,5,random,random,train,market,True,['train'],['market'],1,1,7.202793e-07,9.0190633e-07,0.0008394031,4.190935e-07,5.5672594e-06,0.9991529,0.009937595,17,9,random,event,part,pick,coordinated,product,randomly,attribute,minor,point,average,game
3,hyper,minor,3,hyper,minor,cello,artefact,True,['cello'],"['arte', '##fa', '##ct']",1,3,1.9153647e-07,1.9786826e-07,1.613396e-05,0.9999416,1.7524775e-07,4.1689687e-05,0.000960311,1,1,minor,random,event,important,major,small,local,national,an,natural,other,common
1,coord,coordinated,1,coord,coordinated,cat,bear,True,['cat'],['bear'],1,1,1.6809122e-06,0.9998123,0.00014788742,3.5482488e-05,1.9428303e-07,2.3956104e-06,0.002758104,10,15,coordinated,event,minor,coordination,random,attribute,coordinate,partner,similar,coordinating,part,unrelated
1,coord,coordinated,1,coord,coordinated,tanker,frigate,True,['tanker'],['frigate'],1,1,1.8974248e-06,0.9997317,8.8251334e-05,0.00015359472,2.4380095e-05,1.4517038e-07,0.003934356,2,2,coordinated,minor,event,coordination,part,coordinate,twin,equivalent,sister,similar,coordinating,arm
5,random,random,5,random,random,van,harassment,True,['van'],['harassment'],1,1,2.3664931e-07,3.3836226e-08,8.5567456e-07,1.2002415e-07,2.2208207e-08,0.9999988,2.8511693e-05,5,2,random,event,attribute,randomly,minor,subject,coordinated,victim,computer,part,flag,neutral
3,hyper,minor,3,hyper,minor,rake,tool,True,['rake'],['tool'],1,1,4.717039e-06,7.984961e-06,0.0004384186,0.999501,4.304237e-06,4.3553915e-05,0.006536757,9,8,minor,event,random,small,important,common,coordinated,simple,other,social,major,attribute
4,mero,part,4,mero,part,rifle,holder,True,['rifle'],['holder'],1,1,4.541583e-06,1.7157589e-06,0.00054409157,0.00022960991,0.9990646,0.00015553455,0.012105754,3,3,part,event,minor,random,section,attribute,parts,volume,coordinated,portion,component,unit
5,random,random,5,random,random,bear,strict,True,['bear'],['strict'],1,1,6.2653066e-06,2.9049732e-08,9.704387e-06,6.8694675e-08,1.1981307e-07,0.9999838,0.00029831743,15,5,random,event,attribute,randomly,parameter,average,part,variable,constant,subject,fault,result
5,random,random,5,random,random,couch,detailed,True,['couch'],['detailed'],1,1,9.220073e-06,5.2276253e-08,9.316132e-06,2.3148e-07,3.8211363e-07,0.9999809,0.00035211424,4,3,random,event,attribute,part,minor,randomly,least,result,computer,model,property,case
5,random,random,5,random,random,rat,remit,True,['rat'],"['re', '##mit']",1,2,1.4146678e-07,2.7769886e-08,8.146234e-05,2.3350192e-07,9.195062e-07,0.99991727,0.0012533937,11,9,random,event,part,minor,randomly,attribute,average,computer,coordinated,probability,entropy,pick
0,attri,attribute,0,attri,attribute,table,new,True,['table'],['new'],1,1,0.99987066,9.4480804e-08,1.1441199e-05,2.1157439e-05,2.668196e-06,9.387031e-05,0.0020102684,8,12,attribute,random,minor,event,attributes,characteristic,part,property,category,variable,measure,element
2,event,event,5,random,random,scooter,fit,False,"['sc', '##oot', '##er']",['fit'],3,1,0.0016033185,4.24505e-06,0.9853415,0.00012616874,0.00012791653,0.012796924,0.11971041,5,16,event,random,attribute,part,minor,mode,function,key,probability,property,state,coordinated
5,random,random,5,random,random,jar,online,True,['jar'],['online'],1,1,3.4414592e-05,1.9157782e-05,0.0005077465,1.701891e-06,4.263589e-06,0.99943274,0.007293887,8,3,random,event,attribute,coordinated,part,link,database,open,minor,site,work,pick
5,random,random,2,event,event,cannon,place,False,['cannon'],['place'],1,1,4.645831e-06,4.073105e-07,0.00037553653,1.1321321e-05,2.8925064e-05,0.99957925,0.0055932743,8,32,random,event,part,minor,attribute,randomly,coordinated,pick,probability,one,other,constant
2,event,event,2,event,event,cabbage,cut,True,['cabbage'],['cut'],1,1,1.6575896e-05,1.6671747e-05,0.99988437,1.0781914e-05,2.3368382e-05,4.8240792e-05,0.0019238464,4,70,event,random,part,coordinated,attribute,minor,process,order,act,and,step,object
5,random,random,5,random,random,knife,premiere,True,['knife'],['premiere'],1,1,9.333691e-07,2.9771488e-08,5.4418724e-06,6.541629e-08,1.12603304e-08,0.99999344,0.00012575081,4,4,random,event,attribute,randomly,pick,minor,game,coordinated,variable,entropy,winner,participant
1,coord,coordinated,1,coord,coordinated,box,bowl,True,['box'],['bowl'],1,1,1.7772859e-06,0.9995672,0.0003164007,4.7026297e-05,6.682369e-05,6.6558283e-07,0.0059530856,13,12,coordinated,event,part,minor,coordination,similar,coordinate,separate,equivalent,identical,twin,unrelated
0,attri,attribute,0,attri,attribute,sparrow,little,True,['sparrow'],['little'],1,1,0.99435115,6.970147e-07,7.989568e-05,0.00013271088,3.0383775e-05,0.0054051364,0.05210199,2,10,attribute,random,minor,event,part,characteristic,attributes,character,average,variable,property,measure
3,hyper,minor,5,random,random,tiger,louse,False,['tiger'],"['lou', '##se']",1,2,1.0913001e-05,0.00016049527,5.580147e-05,0.7452394,0.00033671086,0.2541968,0.82531273,2,4,minor,random,part,coordinated,event,small,little,attribute,other,major,internal,social
5,random,random,5,random,random,axe,game,True,['axe'],['game'],1,1,4.4280055e-06,9.506401e-08,6.334719e-06,1.1381867e-06,1.7206351e-07,0.9999877,0.00023424075,3,14,random,event,attribute,minor,randomly,part,coordinated,pick,game,probability,computer,innocent
1,coord,coordinated,1,coord,coordinated,cranberry,apricot,True,"['cr', '##an', '##berry']","['apr', '##ico', '##t']",3,3,4.9989885e-06,0.99985886,2.1448619e-05,0.00011212174,5.4175626e-07,1.9158413e-06,0.0021431143,2,3,coordinated,minor,event,relative,attribute,coordination,coordinate,unrelated,random,twin,sister,similar
1,coord,coordinated,1,coord,coordinated,banana,mango,True,['banana'],['mango'],1,1,6.4862985e-07,0.9999522,3.9741375e-05,6.855383e-06,4.475074e-07,1.5602042e-07,0.00079401373,2,2,coordinated,event,minor,twin,coordination,coordinate,sister,unrelated,relative,similar,identical,attribute
5,random,random,5,random,random,sieve,enhancement,True,"['si', '##eve']",['enhancement'],2,1,1.9293884e-06,1.7571972e-08,5.507823e-06,5.1795644e-07,1.489798e-07,0.999992,0.00015918989,5,1,random,event,attribute,minor,part,randomly,probability,result,average,constant,outcome,variable
3,hyper,minor,3,hyper,minor,chair,artifact,True,['chair'],['artifact'],1,1,1.7594157e-07,1.8379458e-07,9.110239e-06,0.99998283,5.056873e-08,7.647383e-06,0.00031657334,7,1,minor,event,random,important,major,small,other,common,lesser,social,significant,national
0,attri,attribute,0,attri,attribute,donkey,gray,True,['donkey'],['gray'],1,1,0.9995129,5.2898304e-07,2.3411867e-05,4.8520483e-06,3.5435078e-05,0.0004228248,0.0064220396,2,15,attribute,random,part,event,minor,characteristic,attributes,aspect,feature,element,color,character
4,mero,part,4,mero,part,restaurant,lounge,True,['restaurant'],['lounge'],1,1,0.00074632803,0.07267702,0.038309056,0.0021864455,0.885232,0.00084920647,0.64660543,1,4,part,coordinated,event,minor,random,attribute,separate,independent,component,section,type,unit
5,random,random,5,random,random,goldfish,come,True,"['gold', '##fish']",['come'],2,1,2.9664992e-05,1.1029426e-05,0.09723628,5.9738486e-06,2.1015176e-05,0.902696,0.46131882,1,22,random,event,attribute,part,coordinated,game,minor,probability,cue,race,chance,other
2,event,event,2,event,event,jacket,put,True,['jacket'],['put'],1,1,1.5444535e-05,5.1967912e-05,0.99963033,0.000147729,2.0872792e-05,0.00013360403,0.0054433825,7,10,event,minor,random,coordinated,part,attribute,process,order,and,step,form,","
5,random,random,5,random,random,flute,postmodernity,True,['flute'],"['post', '##mo', '##dern', '##ity']",1,4,7.736845e-06,4.58606e-09,3.1902193e-06,3.990654e-06,7.243348e-08,0.9999851,0.00028470386,4,0,random,attribute,minor,event,randomly,parameter,part,characteristic,token,constant,product,variable
5,random,random,5,random,random,lime,marrow,True,['lime'],['marrow'],1,1,1.1100807e-06,2.7524723e-06,0.000108034226,8.509706e-06,0.00014100617,0.99973863,0.0038203732,8,5,random,part,event,minor,coordinated,attribute,randomly,product,neutral,innocent,pick,content
1,coord,coordinated,1,coord,coordinated,cow,rabbit,True,['cow'],['rabbit'],1,1,5.909767e-07,0.99997485,1.7632112e-05,6.127691e-06,5.679613e-07,3.035952e-07,0.00045141738,4,4,coordinated,event,minor,coordination,coordinate,attribute,part,random,relative,partner,similar,coordinating
2,event,event,2,event,event,dagger,build,True,['dagger'],['build'],1,1,1.0830982e-05,2.1331427e-05,0.99871147,2.499754e-05,2.1577287e-06,0.0012292018,0.014674177,2,12,event,random,minor,coordinated,attribute,process,part,step,program,events,and,order
0,attri,attribute,0,attri,attribute,cloak,comfortable,True,['cloak'],['comfortable'],1,1,0.99947554,1.1183461e-07,9.585461e-05,0.00020837174,2.9058765e-06,0.00021728153,0.0072840094,5,5,attribute,random,minor,event,attributes,characteristic,category,variable,property,key,part,feature
5,random,random,5,random,random,cow,like,True,['cow'],['like'],1,1,0.0002999216,8.4578784e-07,0.0072897435,2.1165679e-05,6.7681096e-05,0.9923207,0.06758613,4,11,random,event,attribute,part,minor,coordinated,probability,chance,average,innocent,randomly,person
5,random,random,5,random,random,box,intervene,True,['box'],['intervene'],1,1,7.664699e-07,1.230722e-07,9.465088e-06,4.3564587e-08,6.761703e-08,0.9999896,0.00019399662,13,3,random,event,attribute,randomly,coordinated,part,minor,outcome,result,fault,probability,participant
5,random,random,5,random,random,hotel,variable,True,['hotel'],['variable'],1,1,2.4178036e-05,1.8165668e-08,1.7269149e-05,8.548971e-06,1.427915e-06,0.9999485,0.0008903473,1,7,random,attribute,event,minor,part,variable,parameter,constant,randomly,other,average,variables
4,mero,part,4,mero,part,cannon,trigger,True,['cannon'],['trigger'],1,1,3.5315148e-05,1.8654928e-05,0.27543786,5.885653e-05,0.7239105,0.00053882564,0.85728955,8,5,part,event,random,minor,section,attribute,point,coordinated,end,hand,and,","
2,event,event,2,event,event,library,meet,True,['library'],['meet'],1,1,2.6936228e-05,0.0013418839,0.57922,5.3556112e-05,2.1472935e-05,0.41933614,0.99639696,5,15,event,random,coordinated,minor,attribute,part,site,location,field,cue,probability,occurrence
1,coord,coordinated,1,coord,coordinated,glove,vest,True,['glove'],['vest'],1,1,4.0027e-06,0.9994191,0.00053891406,2.7530245e-05,4.136992e-06,6.3465986e-06,0.007361548,3,7,coordinated,event,minor,coordination,random,coordinate,similar,part,attribute,coordinating,different,identical
5,random,random,5,random,random,television,policy,True,['television'],['policy'],1,1,6.812524e-08,8.924623e-09,4.902798e-06,4.581212e-06,1.1693108e-06,0.9999893,0.0002081082,3,3,random,event,minor,part,attribute,risk,violation,issue,subject,neutral,content,product
5,random,random,5,random,random,scarf,dwelling,True,['scarf'],['dwelling'],1,1,1.5349399e-06,1.3977185e-08,4.967948e-06,3.530277e-07,4.885221e-08,0.9999931,0.00013626758,5,6,random,event,attribute,randomly,minor,part,probability,variable,individual,constant,coordinated,pick
5,random,random,5,random,random,pheasant,samurai,True,"['ph', '##ea', '##sant']",['samurai'],3,1,5.0866392e-06,3.195232e-07,1.8175012e-06,5.0167742e-08,1.6303314e-07,0.9999925,0.00014655692,2,2,random,attribute,event,coordinated,randomly,part,minor,property,pick,individual,project,artwork
2,event,event,2,event,event,sofa,sell,True,['sofa'],['sell'],1,1,7.252867e-06,2.8133084e-06,0.99974006,1.6069765e-05,3.1292611e-06,0.00023056632,0.0036495384,1,9,event,random,minor,attribute,part,process,coordinated,act,and,point,game,form
5,random,random,5,random,random,bear,ascertain,True,['bear'],"['as', '##cer', '##tain']",1,3,8.965953e-06,1.594826e-07,0.00013502386,6.700293e-07,2.5828874e-07,0.9998549,0.0021182802,15,4,random,event,attribute,minor,part,randomly,coordinated,computer,parameter,average,variable,individual
5,random,random,5,random,random,fork,national,True,['fork'],['national'],1,1,2.180173e-05,7.1547385e-07,1.5214502e-05,9.857047e-07,1.9914809e-07,0.99996114,0.00067604333,9,8,random,attribute,event,minor,coordinated,randomly,part,pick,flag,variable,average,database
0,attri,attribute,0,attri,attribute,yacht,new,True,['yacht'],['new'],1,1,0.99959534,1.0814206e-07,1.1188995e-05,2.5025298e-05,6.002401e-06,0.0003623719,0.0053988704,2,12,attribute,random,minor,attributes,event,part,characteristic,property,measure,variable,category,element
5,random,random,5,random,random,pub,identify,True,['pub'],['identify'],1,1,8.644399e-06,1.7835383e-07,0.00088005315,1.5159077e-06,8.626142e-06,0.99910104,0.010552973,1,6,random,event,attribute,part,minor,randomly,field,site,point,key,coordinated,location
5,random,random,5,random,random,rake,start,True,['rake'],['start'],1,1,1.2285119e-05,5.6064175e-07,0.004725014,7.302293e-07,8.448657e-06,0.99525285,0.04370441,9,22,random,event,attribute,part,sequence,randomly,start,minor,result,coordinated,outcome,probability
1,coord,coordinated,1,coord,coordinated,chair,sofa,True,['chair'],['sofa'],1,1,5.437797e-05,0.97184616,0.027510848,0.0005519483,1.9145162e-05,1.7563698e-05,0.18997414,7,1,coordinated,event,minor,attribute,coordination,similar,coordinate,part,random,relative,twin,identical
5,random,random,5,random,random,fighter,management,True,['fighter'],['management'],1,1,1.1857599e-06,4.339323e-08,3.917533e-05,8.969563e-07,2.4912162e-05,0.9999337,0.001092447,3,2,random,event,part,attribute,minor,subject,computer,pick,issue,independent,innocent,product
0,attri,attribute,0,attri,attribute,pigeon,dirty,True,['pigeon'],['dirty'],1,1,0.9952324,2.1548873e-07,0.00070276856,1.2497261e-05,8.9778805e-06,0.0040431553,0.046726186,1,13,attribute,random,event,characteristic,minor,feature,part,property,attributes,element,result,variable
2,event,event,2,event,event,glider,drive,True,['glider'],['drive'],1,1,6.1162464e-05,3.5911486e-05,0.9993268,6.081946e-05,0.00025600652,0.00025931737,0.009352769,1,34,event,random,part,attribute,minor,coordinated,process,and,act,mode,form,speed
1,coord,coordinated,1,coord,coordinated,bull,dog,True,['bull'],['dog'],1,1,5.6837407e-06,0.99971575,0.00010816288,0.00016148346,1.7472668e-06,7.0892847e-06,0.004122679,15,8,coordinated,minor,event,coordination,random,attribute,similar,coordinate,part,unrelated,partner,identical
3,hyper,minor,0,attri,attribute,hatchet,good,False,"['hatch', '##et']",['good'],2,1,0.29395783,1.1087892e-05,0.011700136,0.44324255,9.876622e-05,0.25098962,1.6166445,2,27,minor,attribute,random,event,key,part,measure,lesser,good,small,least,probability
3,hyper,minor,3,hyper,minor,coat,apparel,True,['coat'],['apparel'],1,1,2.2623935e-06,1.1868716e-06,0.00011606079,0.9998228,7.4177456e-07,5.693901e-05,0.002656621,6,2,minor,event,random,common,other,important,major,small,social,national,attribute,lesser
5,random,random,5,random,random,potato,ever-increase,True,['potato'],"['ever', '-', 'increase']",1,3,1.7068564e-06,3.5746908e-08,5.1737847e-05,6.3434135e-07,4.3247266e-07,0.9999455,0.00087122177,2,0,random,event,attribute,minor,randomly,part,constant,probability,average,parameter,variable,coordinated
5,random,random,5,random,random,jar,friendship,True,['jar'],['friendship'],1,1,3.340919e-06,2.0944044e-07,1.3091671e-05,5.7785473e-07,1.8664723e-07,0.9999826,0.00031903863,8,1,random,event,attribute,minor,token,randomly,coordinated,part,entropy,probability,chance,result
