pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target
1,coord,1,coord,rake,spoon,True,['Ġrake'],['Ġspoon'],1,1,3.2425447e-05,0.99952507,0.00024669708,7.114633e-05,6.587192e-05,5.886482e-05,0.006847846,9,5
4,mero,4,mero,bed,wood,True,['Ġbed'],['Ġwood'],1,1,8.600157e-05,9.3531344e-05,0.00021488617,6.995807e-05,0.99921644,0.00031905898,0.010832505,13,8
0,attri,0,attri,swan,faithful,True,"['Ġsw', 'an']",['Ġfaithful'],2,1,0.8463418,0.00021331599,0.0014146555,0.0003429662,0.00021209788,0.15147522,0.6386749,4,5
4,mero,4,mero,glider,back,True,"['Ġgl', 'ider']",['Ġback'],2,1,9.9122524e-05,6.923597e-05,0.00013733245,9.189682e-05,0.99815494,0.0014475342,0.021582182,1,28
5,random,5,random,squirrel,re,True,['Ġsquirrel'],['Ġre'],1,1,3.001933e-05,2.9897988e-05,1.9648856e-05,2.491972e-05,9.810861e-05,0.9997974,0.003187249,2,3
4,mero,4,mero,snake,head,True,['Ġsnake'],['Ġhead'],1,1,7.8446516e-05,8.8465065e-05,8.409231e-05,0.000115727875,0.99824774,0.0013855245,0.020594573,8,42
3,hyper,4,mero,spear,spearhead,False,['Ġspear'],"['Ġspear', 'head']",1,2,0.00015174662,0.0003630271,0.00029423836,0.9861129,0.012781948,0.00029614224,0.11328678,4,4
1,coord,1,coord,ferry,scooter,True,['Ġferry'],"['Ġsc', 'ooter']",1,2,4.0953062e-05,0.99964964,0.00012031013,9.984424e-05,5.700548e-05,3.217924e-05,0.0052795154,5,5
5,random,5,random,jar,reas,True,['Ġjar'],"['Ġre', 'as']",1,2,1.5302463e-05,6.468934e-05,4.241411e-05,2.7597811e-05,0.00025813896,0.9995919,0.0058446075,8,0
5,random,5,random,ambulance,gymnasium,True,['Ġambulance'],"['Ġgym', 'nas', 'ium']",1,3,5.124544e-05,6.195485e-05,3.911306e-05,1.9244862e-05,7.124576e-05,0.99975723,0.0038023007,1,2
0,attri,0,attri,robe,large,True,['Ġrobe'],['Ġlarge'],1,1,0.9989235,7.797293e-05,6.445304e-05,0.00011726319,5.1991377e-05,0.0007647228,0.013701473,4,11
5,random,5,random,carp,penetrate,True,['Ġcarp'],['Ġpenetrate'],1,1,2.616887e-05,2.6267084e-05,4.1343515e-05,2.229909e-05,7.5081865e-05,0.99980885,0.0030491082,3,7
5,random,5,random,whale,economist,True,['Ġwhale'],['Ġeconomist'],1,1,2.4759345e-05,2.9409599e-05,2.819966e-05,2.2520326e-05,8.065539e-05,0.99981445,0.0029598668,3,1
1,coord,1,coord,scarf,raincoat,True,['Ġscarf'],"['Ġrain', 'coat']",1,2,4.4889384e-05,0.99946934,0.0002837903,0.00011674575,5.1122333e-05,3.408731e-05,0.0075174556,5,1
5,random,5,random,radish,originate,True,"['Ġrad', 'ish']",['Ġoriginate'],2,1,3.008317e-05,2.8972974e-05,2.0037687e-05,2.9302088e-05,8.312316e-05,0.9998085,0.0030455592,5,3
2,event,2,event,vest,pull,True,['Ġvest'],['Ġpull'],1,1,5.683402e-05,0.00013864596,0.999446,9.976945e-05,0.00012467342,0.00013419776,0.008046924,7,24
2,event,2,event,sheep,shear,True,['Ġsheep'],"['Ġshe', 'ar']",1,2,8.235982e-05,7.3009636e-05,0.99942636,8.075035e-05,8.648002e-05,0.00025103323,0.008215498,3,6
1,coord,1,coord,lion,beaver,True,['Ġlion'],"['Ġbe', 'aver']",1,2,5.7229063e-05,0.99968934,7.817409e-05,0.000103520586,4.0029252e-05,3.166381e-05,0.0047495933,4,8
5,random,5,random,corn,introduction,True,['Ġcorn'],['Ġintroduction'],1,1,3.040231e-05,2.7390759e-05,2.0556228e-05,2.8764296e-05,8.509958e-05,0.9998078,0.0030531986,9,7
5,random,5,random,jacket,come,True,['Ġjacket'],['Ġcome'],1,1,2.7059965e-05,3.0548603e-05,4.2106723e-05,2.200604e-05,6.240038e-05,0.9998159,0.0029585124,7,22
2,event,2,event,hornet,attack,True,"['Ġhorn', 'et']",['Ġattack'],2,1,5.811457e-05,9.935155e-05,0.99943227,0.0001475059,7.8172845e-05,0.0001845701,0.008190769,1,15
5,random,5,random,hat,coordinate,True,['Ġhat'],['Ġcoordinate'],1,1,2.2763656e-05,3.149045e-05,2.8194416e-05,2.380395e-05,8.2142236e-05,0.9998116,0.003000329,4,6
5,random,5,random,garlic,calibration,True,['Ġgarlic'],['Ġcalibration'],1,1,3.1772182e-05,2.6468742e-05,1.935553e-05,2.8933897e-05,9.5720054e-05,0.99979776,0.0031861633,2,1
2,event,2,event,sofa,buy,True,['Ġsofa'],['Ġbuy'],1,1,8.378032e-05,6.6041925e-05,0.9989396,7.5242424e-05,7.672923e-05,0.0007586561,0.013523244,1,6
5,random,5,random,pistol,found,True,['Ġpistol'],['Ġfound'],1,1,3.624784e-05,3.4903846e-05,0.0005930313,4.8399474e-05,5.461924e-05,0.99923277,0.00998224,1,21
5,random,5,random,castle,distinguish,True,['Ġcastle'],['Ġdistinguish'],1,1,2.9363027e-05,2.9464403e-05,2.6111458e-05,2.5483878e-05,6.9350426e-05,0.9998203,0.0028895086,5,5
5,random,5,random,cucumber,seafront,True,"['Ġcuc', 'umber']","['Ġseaf', 'ront']",2,2,3.5596764e-05,2.822857e-05,2.9183164e-05,2.5082549e-05,5.758062e-05,0.99982435,0.0028399774,2,1
0,attri,0,attri,hospital,clean,True,['Ġhospital'],['Ġclean'],1,1,0.95325905,0.00028127336,0.044986423,0.0008011453,0.0003441389,0.00032810384,0.28643242,2,31
5,random,5,random,lion,cue,True,['Ġlion'],['Ġcue'],1,1,2.7589036e-05,3.2467706e-05,2.2052165e-05,2.178218e-05,9.581637e-05,0.99980026,0.0031476296,4,5
5,random,5,random,garlic,north-east,True,['Ġgarlic'],"['Ġnorth', '-', 'east']",1,3,3.2419288e-05,2.873365e-05,2.3241919e-05,2.5729254e-05,7.136452e-05,0.9998185,0.002911824,2,1
2,event,2,event,sweater,cover,True,['Ġsweater'],['Ġcover'],1,1,4.7102287e-05,0.00010933775,0.999328,0.00016472707,9.9861245e-05,0.000250953,0.009483778,2,36
5,random,5,random,onion,specimen,True,['Ġonion'],['Ġspecimen'],1,1,3.1049633e-05,2.7974627e-05,2.1043203e-05,2.8810251e-05,7.780808e-05,0.9998134,0.0029810246,3,2
5,random,5,random,guitar,prevarication,True,['Ġguitar'],"['Ġpre', 'var', 'ication']",1,3,2.7079377e-05,3.1688935e-05,2.3705232e-05,2.8726501e-05,7.8745645e-05,0.99981004,0.0030296175,1,3
5,random,5,random,car,outskirt,True,['Ġcar'],"['Ġout', 'sk', 'irt']",1,3,2.8537315e-05,3.207218e-05,2.545021e-05,2.0441881e-05,0.00010021826,0.99979335,0.0032461006,5,1
3,hyper,3,hyper,tiger,vertebrate,True,['Ġtiger'],"['Ġverte', 'brate']",1,2,0.00017081524,0.00012224239,0.00013310884,0.9994248,7.918415e-05,6.979291e-05,0.008312424,2,2
2,event,2,event,elephant,live,True,['Ġelephant'],['Ġlive'],1,1,0.000112534566,6.5973385e-05,0.9994468,8.4302184e-05,6.9674745e-05,0.0002206998,0.007973869,2,19
5,random,5,random,bottle,irritation,True,['Ġbottle'],['Ġirritation'],1,1,3.0710926e-05,2.6386377e-05,2.359069e-05,2.2288341e-05,0.00011259889,0.9997844,0.0033566714,5,7
5,random,5,random,beet,contradict,True,['Ġbeet'],['Ġcontradict'],1,1,2.846146e-05,2.8632376e-05,2.1719987e-05,2.5333153e-05,8.826771e-05,0.99980766,0.0030515704,2,4
3,hyper,3,hyper,cauliflower,food,True,"['Ġcaul', 'iflower']",['Ġfood'],2,1,0.00019129473,0.00010393018,0.000181259,0.99937445,7.349869e-05,7.548956e-05,0.008936154,2,3
5,random,5,random,beetle,advisor,True,['Ġbeetle'],['Ġadvisor'],1,1,2.9371173e-05,2.7411821e-05,2.1916765e-05,2.5165395e-05,8.460419e-05,0.9998116,0.0029977083,6,1
3,hyper,3,hyper,toaster,commodity,True,"['Ġto', 'aster']",['Ġcommodity'],2,1,0.000109747336,0.00012737956,0.00015608374,0.9994287,0.00010225811,7.593483e-05,0.008284219,2,1
4,mero,4,mero,cauliflower,stem,True,"['Ġcaul', 'iflower']",['Ġstem'],2,1,6.704117e-05,7.33809e-05,0.00014133805,9.024628e-05,0.9988563,0.0007717304,0.014585822,2,10
5,random,5,random,truck,amount,True,['Ġtruck'],['Ġamount'],1,1,3.0082952e-05,2.869613e-05,2.2377466e-05,2.2264752e-05,0.00010390557,0.99979264,0.0032486052,3,7
5,random,5,random,sheep,short,True,['Ġsheep'],['Ġshort'],1,1,0.49696892,0.0004082473,0.0006295416,0.00034715535,0.0010116824,0.5006344,1.0263923,3,23
5,random,5,random,herring,deadline,True,"['Ġher', 'ring']",['Ġdeadline'],2,1,2.7617083e-05,3.0150002e-05,1.9895577e-05,2.6664386e-05,9.304177e-05,0.99980265,0.0031175658,2,1
1,coord,1,coord,salmon,trout,True,['Ġsalmon'],['Ġtrout'],1,1,5.0344024e-05,0.9997031,7.673392e-05,8.647682e-05,5.3374166e-05,2.9934883e-05,0.0045705396,5,2
5,random,5,random,phone,convert,True,['Ġphone'],['Ġconvert'],1,1,2.1035665e-05,3.3625605e-05,5.475899e-05,2.0965668e-05,8.169039e-05,0.999788,0.0033428674,4,12
2,event,5,random,dagger,slat,False,['Ġdagger'],"['Ġsl', 'at']",1,2,5.1903102e-05,0.00011857862,0.9987741,6.553269e-05,0.00072225067,0.00026771027,0.015677268,2,3
5,random,5,random,beetle,weak,True,['Ġbeetle'],['Ġweak'],1,1,7.069996e-05,2.6988871e-05,2.2392962e-05,2.6047512e-05,5.756808e-05,0.99979633,0.003231596,6,12
3,hyper,3,hyper,tiger,creature,True,['Ġtiger'],['Ġcreature'],1,1,0.0001585455,0.00013436207,0.00010617193,0.99943835,7.9607875e-05,8.291222e-05,0.008149119,2,3
5,random,5,random,deer,repair,True,['Ġdeer'],['Ġrepair'],1,1,2.6984504e-05,2.7744023e-05,2.8310036e-05,2.2100803e-05,7.734276e-05,0.99981755,0.0029186215,1,8
5,random,5,random,rake,feet,True,['Ġrake'],['Ġfeet'],1,1,9.620423e-05,0.0003379741,0.00037200222,0.00056559517,0.10760391,0.8910243,0.5099187,9,11
5,random,5,random,villa,synthetic,True,"['Ġvill', 'a']",['Ġsynthetic'],2,1,3.161414e-05,2.8424129e-05,2.2907705e-05,2.9871355e-05,6.742157e-05,0.9998198,0.0028981164,4,7
4,mero,4,mero,bottle,water,True,['Ġbottle'],['Ġwater'],1,1,0.0001264229,9.806935e-05,0.00035206467,9.843206e-05,0.99904186,0.00028309243,0.0130102215,5,10
1,coord,1,coord,squirrel,pig,True,['Ġsquirrel'],['Ġpig'],1,1,5.5981633e-05,0.9997105,7.2088405e-05,7.740258e-05,4.7386646e-05,3.6600944e-05,0.0044774036,2,9
5,random,5,random,pineapple,southbound,True,['Ġpineapple'],"['Ġsouth', 'bound']",1,2,4.2929052e-05,2.4725732e-05,2.8776272e-05,2.6310618e-05,5.282197e-05,0.99982446,0.002839311,2,1
5,random,5,random,scarf,perimeter,True,['Ġscarf'],['Ġperimeter'],1,1,2.554833e-05,3.1733704e-05,2.049996e-05,2.6520065e-05,0.00012153628,0.99977416,0.0034929563,5,3
1,coord,1,coord,rifle,bow,True,['Ġrifle'],['Ġbow'],1,1,4.0655836e-05,0.9993771,0.00017434795,0.0003165451,6.170638e-05,2.9742374e-05,0.00865838,3,14
4,mero,4,mero,coconut,milk,True,['Ġcoconut'],['Ġmilk'],1,1,0.000747146,0.00011202889,0.008492337,0.00010347401,0.98996115,0.0005839036,0.0897066,3,7
1,coord,1,coord,screwdriver,chisel,True,"['Ġscrew', 'driver']","['Ġch', 'isel']",2,2,3.1535226e-05,0.9996513,0.00012571302,9.1812275e-05,6.038948e-05,3.9248658e-05,0.0052555003,2,4
5,random,5,random,shovel,rmours,True,['Ġshovel'],"['Ġrm', 'ours']",1,2,2.6921827e-05,2.8197881e-05,2.4626032e-05,2.4157345e-05,0.0001094448,0.9997867,0.0033301485,5,0
5,random,5,random,van,demonstrator,True,['Ġvan'],"['Ġdemonstr', 'ator']",1,2,2.987558e-05,2.994461e-05,2.7907772e-05,2.370278e-05,6.8491354e-05,0.99982005,0.0028925117,5,3
5,random,5,random,potato,connecting,True,['Ġpotato'],['Ġconnecting'],1,1,3.283907e-05,2.7282582e-05,1.9680614e-05,2.7953634e-05,8.3879575e-05,0.9998084,0.0030455457,2,11
5,random,5,random,dress,dozen,True,['Ġdress'],['Ġdozen'],1,1,2.720587e-05,3.2919263e-05,2.2151191e-05,2.3363164e-05,0.00013512674,0.99975926,0.0036888618,21,2
1,coord,1,coord,beet,radish,True,['Ġbeet'],"['Ġrad', 'ish']",1,2,4.796016e-05,0.99967575,0.0001024218,9.624033e-05,5.0386116e-05,2.7308559e-05,0.00493091,2,5
1,coord,1,coord,penguin,pigeon,True,"['Ġpengu', 'in']",['Ġpigeon'],2,1,5.246012e-05,0.99971014,6.512295e-05,9.458838e-05,3.985475e-05,3.795423e-05,0.0044741174,1,1
0,attri,0,attri,fighter,fast,True,['Ġfighter'],['Ġfast'],1,1,0.9995308,6.750334e-05,0.00017353633,7.895741e-05,6.8382855e-05,8.076156e-05,0.0069000684,3,15
5,random,5,random,cucumber,downloaded,True,"['Ġcuc', 'umber']",['Ġdownloaded'],2,1,2.9383124e-05,2.7465663e-05,2.092301e-05,2.9775536e-05,8.319119e-05,0.9998093,0.0030341814,2,1
1,coord,1,coord,tanker,raft,True,['Ġtanker'],['Ġraft'],1,1,4.745816e-05,0.9996574,6.4018765e-05,6.824303e-05,6.583618e-05,9.708833e-05,0.0052208365,2,5
1,coord,1,coord,vulture,pigeon,True,"['Ġv', 'ulture']",['Ġpigeon'],2,1,4.8788967e-05,0.9997166,5.3589407e-05,8.2367864e-05,5.1782714e-05,4.685818e-05,0.004396603,2,1
4,mero,5,random,rifle,arse,False,['Ġrifle'],"['Ġar', 'se']",1,2,6.126353e-05,0.00013046613,8.0578015e-05,0.00014670659,0.9982497,0.0013313079,0.020745805,3,2
5,random,5,random,bag,love,True,['Ġbag'],['Ġlove'],1,1,2.7368824e-05,3.0173398e-05,3.996022e-05,3.1385363e-05,5.57687e-05,0.9998154,0.0029757838,14,10
1,coord,1,coord,vulture,penguin,True,"['Ġv', 'ulture']","['Ġpengu', 'in']",2,2,5.8931644e-05,0.99971634,5.821214e-05,8.321551e-05,4.7614143e-05,3.5760146e-05,0.004395999,2,1
5,random,5,random,cottage,bloated,True,['Ġcottage'],['Ġbloated'],1,1,3.3295008e-05,3.0438918e-05,2.2910748e-05,2.7343907e-05,6.216561e-05,0.99982387,0.0028423206,1,2
5,random,5,random,beetle,minute,True,['Ġbeetle'],['Ġminute'],1,1,4.1148178e-05,2.5815028e-05,2.0253889e-05,2.3845168e-05,8.586131e-05,0.9998031,0.003118675,6,8
5,random,5,random,box,stoic,True,['Ġbox'],"['Ġsto', 'ic']",1,2,3.878118e-05,3.323314e-05,2.514713e-05,2.4703982e-05,5.913351e-05,0.999819,0.002916743,13,4
4,mero,4,mero,cathedral,floor,True,['Ġcathedral'],['Ġfloor'],1,1,8.0222206e-05,7.127963e-05,0.00018539291,5.831005e-05,0.99896073,0.000643983,0.013517014,3,12
0,attri,0,attri,goldfish,red,True,"['Ġgold', 'fish']",['Ġred'],2,1,0.99958307,5.5000375e-05,9.950803e-05,0.00010072239,4.7601123e-05,0.000114154216,0.0062186224,1,7
5,random,5,random,rifle,recommendation,True,['Ġrifle'],['Ġrecommendation'],1,1,2.6374351e-05,2.8537497e-05,2.367916e-05,2.694108e-05,8.913551e-05,0.9998054,0.0030847385,3,3
5,random,5,random,oak,try,True,['Ġoak'],['Ġtry'],1,1,2.8445706e-05,2.845284e-05,2.7224354e-05,2.068587e-05,8.1439925e-05,0.99981374,0.002968952,2,10
5,random,5,random,jet,corrupt,True,['Ġjet'],['Ġcorrupt'],1,1,4.190816e-05,2.6703918e-05,2.4729681e-05,2.2045351e-05,6.3540734e-05,0.9998211,0.0028785379,9,8
5,random,5,random,whale,prevent,True,['Ġwhale'],['Ġprevent'],1,1,2.4264225e-05,2.876539e-05,2.2515815e-05,2.63035e-05,0.000104826,0.99979335,0.0032376025,3,2
5,random,5,random,jar,allowance,True,['Ġjar'],['Ġallowance'],1,1,2.4558494e-05,2.9678027e-05,2.3381821e-05,2.3129302e-05,0.00011520696,0.99978405,0.0033571618,8,7
4,mero,5,random,musket,pad,False,"['Ġmus', 'ket']",['Ġpad'],2,1,5.633799e-05,7.076011e-05,0.00036474812,8.7310924e-05,0.995826,0.003594792,0.042312246,1,11
0,attri,0,attri,plum,rotten,True,['Ġplum'],['Ġrotten'],1,1,0.9995485,6.3778716e-05,0.00011354703,0.00014684524,4.3705444e-05,8.370612e-05,0.006664751,5,3
4,mero,4,mero,rifle,bolt,True,['Ġrifle'],['Ġbolt'],1,1,6.800144e-05,0.00015521911,0.0005785039,7.7342636e-05,0.9988524,0.00026852777,0.015023966,3,16
2,event,4,mero,apple,peel,False,['Ġapple'],['Ġpeel'],1,1,0.00065442646,0.0022667483,0.70838934,0.00057267275,0.28692383,0.0011929926,0.91375613,2,5
5,random,5,random,robin,self-government,True,"['Ġrob', 'in']","['Ġself', '-', 'government']",2,3,3.55341e-05,2.8957758e-05,2.9556144e-05,2.3882121e-05,6.2005616e-05,0.99982005,0.0028994058,2,1
5,random,5,random,guitar,report,True,['Ġguitar'],['Ġreport'],1,1,2.5771296e-05,2.941864e-05,2.5413063e-05,2.2009139e-05,9.507236e-05,0.9998023,0.0031195425,1,13
2,event,2,event,trumpet,study,True,['Ġtrumpet'],['Ġstudy'],1,1,7.352448e-05,8.37115e-05,0.9994754,0.00010531173,8.0317215e-05,0.0001816506,0.0076413355,4,16
2,event,2,event,sweater,buy,True,['Ġsweater'],['Ġbuy'],1,1,9.172731e-05,6.7405206e-05,0.99920636,7.5177224e-05,6.805214e-05,0.0004913355,0.010681178,2,6
5,random,5,random,spear,administrative,True,['Ġspear'],['Ġadministrative'],1,1,2.6932716e-05,2.8554086e-05,2.1382699e-05,2.7731712e-05,0.000117281495,0.9997781,0.0034429575,4,1
3,hyper,3,hyper,coconut,produce,True,['Ġcoconut'],['Ġproduce'],1,1,0.00013535413,0.000112245594,0.00018967484,0.9994048,7.097378e-05,8.702808e-05,0.008568047,3,8
4,mero,4,mero,cloak,pattern,True,['Ġcloak'],['Ġpattern'],1,1,6.655877e-05,8.5637424e-05,0.0004803103,6.945177e-05,0.9986093,0.00068868196,0.017573483,5,10
1,coord,1,coord,celery,carrot,True,"['Ġcel', 'ery']",['Ġcarrot'],2,1,4.946993e-05,0.99966717,0.0001038335,9.615593e-05,5.7703928e-05,2.5756906e-05,0.005050228,2,4
5,random,5,random,cello,quit,True,"['Ġcell', 'o']",['Ġquit'],2,1,2.1012953e-05,3.218508e-05,3.7078764e-05,2.1662243e-05,9.6980446e-05,0.9997911,0.0032825277,1,5
5,random,5,random,deer,y,True,['Ġdeer'],['Ġy'],1,1,3.0192321e-05,2.9227114e-05,2.1217034e-05,2.3502547e-05,0.00010589363,0.99979,0.003285608,1,2
5,random,5,random,van,exceptional,True,['Ġvan'],['Ġexceptional'],1,1,3.6815476e-05,2.8421324e-05,2.109726e-05,2.2708411e-05,8.018977e-05,0.99981076,0.0030135857,5,3
2,event,4,mero,dagger,point,False,['Ġdagger'],['Ġpoint'],1,1,0.0004918707,0.0018073706,0.9413614,0.00037951517,0.05551125,0.00044857786,0.34478474,2,40
0,attri,0,attri,tuna,pink,True,['Ġtuna'],['Ġpink'],1,1,0.9994173,4.4024226e-05,0.000110146204,6.721099e-05,6.786072e-05,0.00029328515,0.008238746,4,7
0,attri,0,attri,wardrobe,large,True,['Ġwardrobe'],['Ġlarge'],1,1,0.9994204,6.937811e-05,6.2520536e-05,0.00013208827,4.3131e-05,0.0002725098,0.008221981,3,11
5,random,5,random,car,distinguish,True,['Ġcar'],['Ġdistinguish'],1,1,2.7490225e-05,3.0460145e-05,2.9496307e-05,2.1702677e-05,7.8419085e-05,0.9998124,0.0029936905,5,5
0,attri,0,attri,chisel,strong,True,"['Ġch', 'isel']",['Ġstrong'],2,1,0.9995511,4.9343525e-05,0.0001029859,8.28807e-05,5.316702e-05,0.00016049553,0.006619224,4,10
5,random,5,random,butterfly,entice,True,['Ġbutterfly'],"['Ġent', 'ice']",1,2,1.6850914e-05,3.330838e-05,9.2010894e-05,3.6458634e-05,6.5119246e-05,0.9997563,0.003790973,5,1
2,event,2,event,frog,kill,True,['Ġfrog'],['Ġkill'],1,1,0.00012033759,5.5607597e-05,0.9990067,8.421549e-05,6.2365274e-05,0.0006708881,0.01286869,4,17
5,random,5,random,glider,ringer,True,"['Ġgl', 'ider']","['Ġr', 'inger']",2,2,2.8094906e-05,2.508081e-05,3.483072e-05,2.2078837e-05,0.00036754415,0.9995223,0.006547886,1,4
5,random,5,random,shirt,final,True,['Ġshirt'],['Ġfinal'],1,1,3.276734e-05,3.1181535e-05,1.9423525e-05,2.4339613e-05,9.815471e-05,0.9997942,0.0032357397,2,5
4,mero,4,mero,missile,propellant,True,['Ġmissile'],"['Ġpropell', 'ant']",1,2,8.213586e-05,6.954592e-05,0.0004966747,0.00010709145,0.9989698,0.0002746854,0.013673735,2,2
5,random,5,random,cucumber,busy,True,"['Ġcuc', 'umber']",['Ġbusy'],2,1,6.6173314e-05,2.883747e-05,3.540729e-05,2.4863388e-05,4.3502812e-05,0.9998012,0.003174491,2,6
5,random,5,random,axe,uninstall,True,['Ġaxe'],['Ġuninstall'],1,1,2.3092718e-05,2.855407e-05,2.685035e-05,2.4359806e-05,9.206402e-05,0.99980515,0.0030833133,3,0
3,hyper,3,hyper,chisel,artefact,True,"['Ġch', 'isel']","['Ġarte', 'fact']",2,2,0.00013978367,0.000119117176,0.00014356029,0.99943596,7.487292e-05,8.67752e-05,0.008185749,4,1
1,coord,0,attri,carrot,orange,False,['Ġcarrot'],['Ġorange'],1,1,0.00025421262,0.9994893,6.464546e-05,0.00011194196,5.377702e-05,2.5977379e-05,0.0072994474,4,6
0,attri,0,attri,axe,big,True,['Ġaxe'],['Ġbig'],1,1,0.9995433,6.547948e-05,8.090334e-05,8.778809e-05,4.734507e-05,0.00017521194,0.006718122,3,17
5,random,5,random,elm,sprite,True,"['Ġel', 'm']",['Ġsprite'],2,1,2.8101864e-05,2.7706794e-05,2.084336e-05,2.6874919e-05,9.802128e-05,0.9997985,0.0031725152,2,1
5,random,5,random,hospital,attract,True,['Ġhospital'],['Ġattract'],1,1,2.6791136e-05,3.0224843e-05,2.5616337e-05,2.6365946e-05,7.057004e-05,0.9998204,0.002884731,2,3
1,coord,1,coord,lion,elephant,True,['Ġlion'],['Ġelephant'],1,1,5.60453e-05,0.9997094,6.68139e-05,8.377982e-05,5.0302253e-05,3.365302e-05,0.004490299,4,2
5,random,5,random,cathedral,bear,True,['Ġcathedral'],['Ġbear'],1,1,2.1799926e-05,4.1984884e-05,4.8084246e-05,2.2178285e-05,6.481776e-05,0.9998011,0.003169305,3,15
1,coord,1,coord,hatchet,fork,True,"['Ġhat', 'chet']",['Ġfork'],2,1,3.188807e-05,0.99966395,0.000115855146,8.6206324e-05,5.3186257e-05,4.8923048e-05,0.0050955387,2,9
5,random,5,random,mug,edit,True,['Ġmug'],['Ġedit'],1,1,2.7424456e-05,3.0159194e-05,2.7279762e-05,2.4029807e-05,7.925796e-05,0.9998118,0.0030020273,5,4
4,mero,4,mero,jet,cockpit,True,['Ġjet'],['Ġcockpit'],1,1,0.00010467905,8.715005e-05,0.00017404655,5.795212e-05,0.9984603,0.0011158388,0.018711936,9,3
1,coord,1,coord,radio,fridge,True,['Ġradio'],['Ġfridge'],1,1,6.000058e-05,0.9994649,0.00023740604,9.793906e-05,0.0001098598,2.9823954e-05,0.0076691518,5,1
0,attri,0,attri,spinach,green,True,['Ġspinach'],['Ġgreen'],1,1,0.9995259,8.4669504e-05,0.00011041143,0.00017196054,4.2872503e-05,6.4142776e-05,0.0069463993,2,14
4,mero,4,mero,vulture,eye,True,"['Ġv', 'ulture']",['Ġeye'],2,1,0.00012502212,6.989556e-05,0.00012338717,7.2670526e-05,0.99876356,0.0008454126,0.0155997,2,6
5,random,5,random,saw,tug,True,['Ġsaw'],['Ġtug'],1,1,1.92089e-05,3.404695e-05,0.000102308186,2.2246108e-05,8.802921e-05,0.9997341,0.004075573,28,9
5,random,5,random,hammer,sustain,True,['Ġhammer'],['Ġsustain'],1,1,2.083993e-05,2.5910795e-05,4.6868656e-05,1.9718134e-05,9.731539e-05,0.9997894,0.003301928,10,7
2,event,2,event,alligator,kill,True,"['Ġall', 'igator']",['Ġkill'],2,1,7.962229e-05,7.2013325e-05,0.9994429,0.00010117515,7.114733e-05,0.0002331966,0.008015511,3,17
3,hyper,5,random,coyote,game,False,"['Ġcoy', 'ote']",['Ġgame'],2,1,0.0007569457,0.00015493999,0.00011780774,0.9982969,6.579827e-05,0.00060764264,0.021207444,3,14
1,coord,1,coord,cello,piano,True,"['Ġcell', 'o']",['Ġpiano'],2,1,4.4303626e-05,0.9995906,0.00012674592,0.00016094654,5.389096e-05,2.352055e-05,0.006025926,1,4
0,attri,0,attri,owl,wild,True,['Ġowl'],['Ġwild'],1,1,0.99956316,6.992157e-05,0.000101294114,0.000106760104,4.1843556e-05,0.00011702213,0.0064848256,1,17
5,random,5,random,shirt,re-join,True,['Ġshirt'],"['Ġre', '-', 'join']",1,3,3.0699637e-05,2.559267e-05,2.5341009e-05,2.4026776e-05,7.415824e-05,0.9998202,0.002883013,2,0
1,coord,1,coord,blouse,robe,True,"['Ġbl', 'ouse']",['Ġrobe'],2,1,3.58264e-05,0.99962664,0.00014329603,7.8565135e-05,7.975207e-05,3.5923906e-05,0.005584816,1,4
1,coord,1,coord,fork,shovel,True,['Ġfork'],['Ġshovel'],1,1,3.6403035e-05,0.99829835,0.00124703,0.00029405934,9.014986e-05,3.3938446e-05,0.02018498,9,5
2,event,2,event,bed,creak,True,['Ġbed'],"['Ġcre', 'ak']",1,2,0.0003104614,0.00021696095,0.80292183,0.0001885865,0.00059659657,0.19576561,0.7298393,13,2
5,random,5,random,jacket,rephotography,True,['Ġjacket'],"['Ġre', 'phot', 'ography']",1,3,2.7796534e-05,2.8643986e-05,2.8514061e-05,2.5126688e-05,7.075891e-05,0.9998192,0.0029037439,7,0
2,event,2,event,cathedral,inaugurate,True,['Ġcathedral'],"['Ġinaug', 'urate']",1,2,8.92321e-05,7.07847e-05,0.9994704,0.00017888194,7.80343e-05,0.000112703376,0.007709833,3,3
2,event,2,event,bull,breathe,True,['Ġbull'],['Ġbreathe'],1,1,8.802443e-05,8.209718e-05,0.9995016,7.645741e-05,0.00011301063,0.00013885494,0.007325541,15,9
5,random,5,random,sweater,local,True,['Ġsweater'],['Ġlocal'],1,1,3.2352465e-05,2.7268097e-05,1.9717478e-05,2.5249454e-05,9.834014e-05,0.99979705,0.0031917058,2,5
5,random,5,random,pheasant,anti-virus,True,"['Ġp', 'he', 'asant']","['Ġanti', '-', 'v', 'irus']",3,4,4.014384e-05,3.9640337e-05,2.7594591e-05,2.9039877e-05,6.412528e-05,0.99979943,0.0032040481,2,0
1,coord,1,coord,axe,scissors,True,['Ġaxe'],['Ġscissors'],1,1,3.3147124e-05,0.9996412,0.00014471871,8.331836e-05,5.4077587e-05,4.3669083e-05,0.005384846,3,4
